"l","run","baby","a","this_entropy","this_meandist"
"6","4","344","9","5.51589051590959","3.71579746559437"
"6","4","437","18","5.53979041287496","2.91366919339575"
"6","4","833","18","5.73178163074462","3.0657159907474"
"6","4","857","3","5.62180085025867","3.4918962666327"
"6","5","54","6","5.55046874991623","3.45097973956801"
"6","5","196","9","5.41836936872703","3.51641958486375"
"6","5","204","6","5.67816667345251","3.5102424417521"
"6","5","274","3","4.80389236539543","3.14875666795179"
"6","5","300","6","5.31243354529232","3.57822787756609"
"6","5","340","3","5.39899461161923","3.52468461698573"
"6","5","344","9","5.2784868766417","3.39643320110906"
"6","5","437","18","5.41058125331607","3.09886447964182"
"6","5","833","18","5.550462914795","3.24821354628971"
"6","5","857","3","5.47171902433694","3.44519581511602"
"6","6","54","6","5.76152775911016","3.56155675091912"
"6","6","196","9","5.60669794647212","3.37798171927011"
"6","6","204","6","5.87093934136263","3.55490337433804"
"6","6","274","3","4.89346526744355","2.8744983413278"
"6","6","300","6","5.65355607479254","3.55464120295156"
"6","6","340","3","5.72456611254848","3.44188474468481"
"6","6","344","9","5.53997341293189","3.6461672039253"
"6","6","437","18","5.55511708328703","3.06014398482433"
"6","6","833","18","5.73393992841609","3.11790254625184"
"6","6","857","3","5.76873955306824","3.38702818178363"
"6","7","54","6","5.62795353162836","3.48422585152098"
"6","7","196","9","5.62272672710446","3.53297627490284"
"6","7","204","6","5.75944193862105","3.51746121536711"
"6","7","274","3","5.0111662973753","3.08081868457737"
"6","7","300","6","5.25847272311824","3.54198114164161"
"6","7","340","3","5.43807065368561","3.45876060778616"
"6","7","344","9","5.40631590814525","3.61574875534922"
"6","7","437","18","5.47144483318253","3.03060740430662"
"6","7","833","18","5.72652396976905","3.16018903975606"
"6","7","857","3","5.48665382353324","3.31576194307164"
"6","8","54","6","5.67963341460071","3.5423394718552"
"6","8","196","9","5.57873816500389","3.41415826169386"
"6","8","204","6","5.68672849259193","3.51180861109032"
"6","8","274","3","4.945473346791","2.89409628951545"
"6","8","300","6","5.32548638896263","3.48033025331451"
"6","8","340","3","5.41561776828581","3.42043056177971"
"6","8","344","9","5.44114765885481","3.62863413873565"
"6","8","437","18","5.41351071102779","2.96241415735076"
"6","8","833","18","5.60447873190865","3.05092559534483"
"6","8","857","3","5.54165446513662","3.36285584383649"
"6","9","54","6","5.65718367347968","3.41820873378385"
"6","9","196","9","5.61193656005493","3.40626898892434"
"6","9","204","6","5.73644375196862","3.40114131314467"
"6","9","274","3","5.01915437093693","3.12930719969546"
"6","9","300","6","5.46370164322343","3.31473772813546"
"6","9","340","3","5.49347227586581","3.39508133791849"
"6","9","344","9","5.50441174945523","3.45861727094325"
"6","9","437","18","5.44448636155558","3.02607998716461"
"6","9","833","18","5.67320016290181","3.20350524754317"
"6","9","857","3","5.50530553299684","3.24652665126253"
"6","10","54","6","5.50569781047555","3.47475063740025"
"6","10","196","9","5.33738806808621","3.38504230771427"
"6","10","204","6","5.66138926915672","3.52913414519793"
"6","10","274","3","4.84318535212143","2.87877302613675"
"6","10","300","6","5.27033784997993","3.49099990945141"
"6","10","340","3","5.37340483723106","3.39399253953408"
"6","10","344","9","5.29857018856432","3.57029354708548"
"6","10","437","18","5.23762459900263","2.860735197286"
"6","10","833","18","5.44323720669749","3.06644884953971"
"6","10","857","3","5.48301277924774","3.54052282108466"
"7","1","54","6","5.68476644717423","3.54907748268541"
"7","1","196","9","5.48419478051747","3.33943604443974"
"7","1","204","6","5.73068925299149","3.60677320771469"
"7","1","274","3","4.93323508364892","2.91668004721904"
"7","1","300","6","5.40627379559064","3.53180657689001"
"7","1","340","3","5.61617843844359","3.53201644451714"
"7","1","344","9","5.30220359384774","3.6374305091242"
"7","1","437","18","5.29101677567386","2.95260808424002"
"7","1","833","18","5.45015116917506","3.06195220690889"
"7","1","857","3","5.53395409921489","3.44518353242512"
"7","2","54","6","5.61454369333222","3.55236213826976"
"7","2","196","9","5.37066952017912","3.47100226062654"
"7","2","204","6","5.65576396027203","3.62564549092081"
"7","2","274","3","4.9594397739584","3.15873723043171"
"7","2","300","6","5.52851609864204","3.6617971544061"
"7","2","340","3","5.48890230707786","3.48035282998331"
"7","2","344","9","5.30588073379018","3.94217869062861"
"7","2","437","18","5.25617161670437","2.97591284422787"
"7","2","833","18","5.42095968618402","3.06197577545046"
"7","2","857","3","5.45580275292291","3.35900690103397"
"7","3","54","6","5.44732199174788","3.68693644129641"
"7","3","196","9","5.40924270498862","3.49515363539599"
"7","3","204","6","5.52045135547693","3.70981225843522"
"7","3","274","3","4.96116793798372","3.12960608445359"
"7","3","300","6","5.23466569753863","3.6226115358558"
"7","3","340","3","5.27637837376354","3.56031791392835"
"7","3","344","9","5.02703249651079","3.79628305361808"
"7","3","437","18","5.25385798636211","3.0404754954892"
"7","3","833","18","5.38750465558342","3.10421790698256"
"7","3","857","3","5.37335425628109","3.55153443792934"
"7","4","54","6","5.6815603722771","3.5317874584281"
"7","4","196","9","5.56883689384188","3.46964805419998"
"7","4","204","6","5.61507182523297","3.4975061042019"
"7","4","274","3","4.90145334100519","3.01043702442181"
"7","4","300","6","5.49040699231854","3.47760378809785"
"7","4","340","3","5.52597947564724","3.56602336271785"
"7","4","344","9","5.37441821115291","3.57229862992467"
"7","4","437","18","5.4048543001419","2.99121089982578"
"7","4","833","18","5.60887943605111","3.2303620023161"
"7","4","857","3","5.51280040175235","3.24879154422326"
"7","5","54","6","5.6854559524942","3.53133381377918"
"7","5","196","9","5.5849438856109","3.50433348522247"
"7","5","204","6","5.74966941192558","3.56411401849441"
"7","5","274","3","4.99031866390522","3.04594115250912"
"7","5","300","6","5.48387997994251","3.53643954244294"
"7","5","340","3","5.54186566152324","3.4413383972242"
"7","5","344","9","5.29330611961826","3.72302879355076"
"7","5","437","18","5.40871932649957","3.02035438969676"
"7","5","833","18","5.56467537787654","3.13076857041785"
"7","5","857","3","5.57135618126133","3.32894283493242"
"7","6","54","6","5.55465805324827","3.64932736636768"
"7","6","196","9","5.45990937679416","3.57075942055804"
"7","6","204","6","5.62602850510192","3.68031094992822"
"7","6","274","3","4.76431782273889","2.99802363464758"
"7","6","300","6","5.38715409008151","3.73248647184449"
"7","6","340","3","5.46697833061546","3.47022885579974"
"7","6","344","9","5.28776789753971","4.06892410717258"
"7","6","437","18","5.2332421080795","3.01289421148718"
"7","6","833","18","5.48209203850948","3.16913543319491"
"7","6","857","3","5.36001638617897","3.51925022078844"
"7","7","54","6","5.4772804562398","3.63937615206969"
"7","7","196","9","5.34588928331585","3.40426924147308"
"7","7","204","6","5.53417349406866","3.68331739224949"
"7","7","274","3","4.78630578642717","2.89043800305834"
"7","7","300","6","5.29880562915826","3.67543186823498"
"7","7","340","3","5.41032969609526","3.52443881948368"
"7","7","344","9","5.178988840529","3.84375948715421"
"7","7","437","18","5.20531566105244","3.02779215789967"
"7","7","833","18","5.37915732820989","3.17353899886383"
"7","7","857","3","5.27512007943121","3.60424882154985"
"7","8","54","6","5.54791163659364","3.53916184731159"
"7","8","196","9","5.38381679588784","3.49228351306539"
"7","8","204","6","5.55107093544947","3.53985058275939"
"7","8","274","3","4.61273904782582","2.89154341608089"
"7","8","300","6","5.35982118405312","3.54803560018777"
"7","8","340","3","5.34144702267811","3.51436770618305"
"7","8","344","9","5.27603397755692","3.73873299679947"
"7","8","437","18","5.3666811330512","3.08535502244329"
"7","8","833","18","5.41830415983367","3.05485572516912"
"7","8","857","3","5.37189846468458","3.48639270931882"
"7","9","54","6","5.6500582916432","3.68836065918643"
"7","9","196","9","5.46892734631927","3.42021497912335"
"7","9","204","6","5.7681045348166","3.67416507623496"
"7","9","274","3","4.8879972062764","3.0528389616549"
"7","9","300","6","5.41023512463723","3.56228464509772"
"7","9","340","3","5.55749308805447","3.66211733953508"
"7","9","344","9","5.20229004108912","3.79101188392352"
"7","9","437","18","5.27866956915049","2.99579762637948"
"7","9","833","18","5.55195168400699","3.15692372991215"
"7","9","857","3","5.5004144916375","3.47184070429457"
"7","10","54","6","5.52535551399333","3.62734850519635"
"7","10","196","9","5.41632516536602","3.47241015801254"
"7","10","204","6","5.64447142303389","3.73661572480534"
"7","10","274","3","4.87191005482538","3.05940377415471"
"7","10","300","6","5.52630657209108","3.69572893191845"
"7","10","340","3","5.43922171654402","3.57418878431044"
"7","10","344","9","5.14432058063567","3.73284768979631"
"7","10","437","18","5.26084409270179","3.01979064364586"
"7","10","833","18","5.44461290328883","3.14088533370939"
"7","10","857","3","5.50920908383303","3.50090655902783"
"8","1","54","6","5.75125571305053","3.46417023922607"
"8","1","196","9","5.538150718844","3.44561772472134"
"8","1","204","6","5.73987067346539","3.45884857696034"
"8","1","274","3","4.74389621248636","2.87947817020176"
"8","1","300","6","5.47460972544609","3.52561328207562"
"8","1","340","3","5.56020476416265","3.4088502028914"
"8","1","344","9","5.40645235032139","3.76698743564348"
"8","1","437","18","5.50018360186367","2.97302737362484"
"8","1","833","18","5.59059238338721","2.94590664591363"
"8","1","857","3","5.59880241386016","3.38355147780441"
"8","2","54","6","5.49659111938743","3.42255409410233"
"8","2","196","9","5.32613884997435","3.34810941087906"
"8","2","204","6","5.56665153882148","3.47647466399904"
"8","2","274","3","5.00196035222697","3.01543386642854"
"8","2","300","6","5.2529458012821","3.34130939079687"
"8","2","340","3","5.3546811896282","3.37242799173701"
"8","2","344","9","5.11693162393397","3.68670103672871"
"8","2","437","18","5.29530818659816","2.95669620701253"
"8","2","833","18","5.34737246637044","2.92407364238377"
"8","2","857","3","5.45916555077683","3.53923503394044"
"8","3","54","6","5.32403872735445","3.50040317456167"
"8","3","196","9","5.22705189745467","3.4006821449619"
"8","3","204","6","5.41257232592293","3.57895669589862"
"8","3","274","3","4.89043294944981","3.08880363139408"
"8","3","300","6","5.30076022243784","3.42263576182083"
"8","3","340","3","5.24254719121456","3.45737926839316"
"8","3","344","9","5.17736717782084","3.65907416368926"
"8","3","437","18","5.0962134202415","3.00847667750514"
"8","3","833","18","5.17863901973143","3.11427344340222"
"8","3","857","3","5.22258963208196","3.45406002523388"
"8","4","54","6","5.57571356718336","3.70096708498723"
"8","4","196","9","5.53324878972796","3.58938999981869"
"8","4","204","6","5.68853039412587","3.70149114312906"
"8","4","274","3","5.11793321813339","3.21478658138558"
"8","4","300","6","5.43616715783107","3.67348608055995"
"8","4","340","3","5.49723912649777","3.57624822375329"
"8","4","344","9","5.19826340734936","3.86527309927864"
"8","4","437","18","5.3321146310464","3.03910445168171"
"8","4","833","18","5.58806012495715","3.14083557867291"
"8","4","857","3","5.46841699636524","3.70577146922888"
"8","5","54","6","5.5418180043046","3.67677513924858"
"8","5","196","9","5.46059691011414","3.4976950432431"
"8","5","204","6","5.60600180373314","3.73149332217984"
"8","5","274","3","4.85221266571242","3.11007883991717"
"8","5","300","6","5.3767325967255","3.71317408736219"
"8","5","340","3","5.31923444218176","3.55577501414"
"8","5","344","9","5.30482034772031","3.93979241087023"
"8","5","437","18","5.33417767074332","3.06714661382058"
"8","5","833","18","5.52315507805288","3.17642146177736"
"8","5","857","3","5.36612890599703","3.74258873202453"
"8","6","54","6","5.46900667408759","3.68100065800372"
"8","6","196","9","5.4038908195089","3.52325161288251"
"8","6","204","6","5.55638346264467","3.61778301927894"
"8","6","274","3","5.07391321234758","3.19453580120577"
"8","6","300","6","5.34467312101871","3.63736002363468"
"8","6","340","3","5.41665195789649","3.58612874243392"
"8","6","344","9","5.02718793829098","3.7470453952437"
"8","6","437","18","5.23629593688687","3.11129441323547"
"8","6","833","18","5.51272353629212","3.20083751505841"
"8","6","857","3","5.41075081953618","3.77571497330651"
"8","7","54","6","5.47919222591067","3.652800773487"
"8","7","196","9","5.4030897621114","3.4569347642858"
"8","7","204","6","5.54442148339759","3.60659684747555"
"8","7","274","3","4.94598363922961","3.04594875492891"
"8","7","300","6","5.31867529499212","3.48645487092912"
"8","7","340","3","5.21244739148804","3.5843125689849"
"8","7","344","9","5.30451936992306","3.79857597372923"
"8","7","437","18","5.27090542846044","3.01494549868159"
"8","7","833","18","5.49968893832656","3.07989125471946"
"8","7","857","3","5.33613960038303","3.49559524813809"
"8","8","54","6","5.34722097932725","3.61990126337901"
"8","8","196","9","5.41809854128275","3.46458363100027"
"8","8","204","6","5.49447100290638","3.58426618170797"
"8","8","274","3","4.90145334100519","3.15007919903319"
"8","8","300","6","5.36239317150213","3.60210596304555"
"8","8","340","3","5.30435735204719","3.4823187808607"
"8","8","344","9","5.18092979980514","3.74077568714071"
"8","8","437","18","5.17569584639784","3.00751066442902"
"8","8","833","18","5.3673530442409","3.07763342564517"
"8","8","857","3","5.29933721127129","3.64673809617794"
"8","9","54","6","5.45124190568961","3.60844563844915"
"8","9","196","9","5.25497301714836","3.35600783078605"
"8","9","204","6","5.48525389438004","3.60914077892416"
"8","9","274","3","4.81703348123442","2.95721118182387"
"8","9","300","6","5.20597364815766","3.50857983950187"
"8","9","340","3","5.35000991881218","3.53909176318007"
"8","9","344","9","5.05531519987689","3.78187355235814"
"8","9","437","18","5.14823112593453","2.87639005531331"
"8","9","833","18","5.276537371372","2.98664578507623"
"8","9","857","3","5.31524551267636","3.50730267365354"
"8","10","54","6","5.50010976303449","3.67201053706741"
"8","10","196","9","5.47108390727069","3.42784718443054"
"8","10","204","6","5.68425646280091","3.64767402781416"
"8","10","274","3","4.90762696815978","3.03710353273451"
"8","10","300","6","5.39027958106425","3.53739960985016"
"8","10","340","3","5.38308538463311","3.62001195123479"
"8","10","344","9","5.21521346822504","3.59863321817886"
"8","10","437","18","5.39214430250074","3.12680089625672"
"8","10","833","18","5.51379787105182","3.12994097192186"
"8","10","857","3","5.3875906417381","3.50170509073687"
"9","1","54","6","5.40127829265082","3.63151282847961"
"9","1","196","9","5.26218362243286","3.41989825866271"
"9","1","204","6","5.49281447464945","3.72429836111982"
"9","1","274","3","4.89547498739942","3.21415845689117"
"9","1","300","6","5.25154030312637","3.67848891171573"
"9","1","340","3","5.40540167508945","3.67200585877077"
"9","1","344","9","5.10545570570103","3.77649676617752"
"9","1","437","18","5.27983862081717","3.25601592351927"
"9","1","833","18","5.38069498257586","3.19546581796558"
"9","1","857","3","5.33575922094029","3.69361965897565"
"9","2","54","6","5.39601404067538","3.56077533494599"
"9","2","196","9","5.28668224166914","3.34974981195586"
"9","2","204","6","5.46346789409687","3.53121477799218"
"9","2","274","3","4.9959819986212","2.89230570762629"
"9","2","300","6","5.2586974262865","3.45883882438455"
"9","2","340","3","5.38835732127076","3.41280171906701"
"9","2","344","9","5.12843534941863","3.60008403482685"
"9","2","437","18","5.18208347890165","3.04874926447106"
"9","2","833","18","5.41563151562714","3.02449019560367"
"9","2","857","3","5.41901956081685","3.48392421947746"
"9","3","54","6","5.45886893074864","3.51413875192069"
"9","3","196","9","5.39698723736624","3.46640509061742"
"9","3","204","6","5.48218121928453","3.49040880111138"
"9","3","274","3","4.96270082846022","3.00234169474759"
"9","3","300","6","5.33440644141861","3.40398641477414"
"9","3","340","3","5.35450657932598","3.36890137519039"
"9","3","344","9","5.20298007483909","3.71786594042413"
"9","3","437","18","5.30901261290192","3.09102574009641"
"9","3","833","18","5.41146324867043","2.96364036437174"
"9","3","857","3","5.45956941164871","3.4962248234655"
"9","4","54","6","5.39165471301744","3.61387817740766"
"9","4","196","9","5.46797418551078","3.51577392683593"
"9","4","204","6","5.45438213424952","3.51971870921216"
"9","4","274","3","4.87111820645623","3.06631457097936"
"9","4","300","6","5.36754195993465","3.61026182618275"
"9","4","340","3","5.40348394018824","3.50336640247611"
"9","4","344","9","5.16059833858522","3.63283258505285"
"9","4","437","18","5.30496870021162","3.11656439551371"
"9","4","833","18","5.39691908909171","2.99743913412239"
"9","4","857","3","5.34651338096406","3.50637801563885"
"9","5","54","6","5.401360371502","3.70587441450955"
"9","5","196","9","5.47141164589001","3.65339924834385"
"9","5","204","6","5.59495699322493","3.67110713598111"
"9","5","274","3","4.98677605347286","3.04112966299488"
"9","5","300","6","5.46099880528148","3.61419210678868"
"9","5","340","3","5.28121153578984","3.50937189039536"
"9","5","344","9","5.22769047443307","3.88760953423617"
"9","5","437","18","5.41754414984131","3.26292444664938"
"9","5","833","18","5.53889193203247","3.12633717468992"
"9","5","857","3","5.39625387288884","3.68680185871629"
"9","6","54","6","5.44007314065982","3.51155956802568"
"9","6","196","9","5.48191428624334","3.46495034734816"
"9","6","204","6","5.60181021445724","3.54506409425685"
"9","6","274","3","4.87037716434889","3.1198779511571"
"9","6","300","6","5.38417735302124","3.48804802596807"
"9","6","340","3","5.39633373099918","3.37158137950533"
"9","6","344","9","5.31900753075947","3.66021813310478"
"9","6","437","18","5.3921595048185","3.2067874751323"
"9","6","833","18","5.38368493590926","2.95789209585266"
"9","6","857","3","5.4219964423576","3.66121585143664"
"9","7","54","6","5.41877896327518","3.63298413990684"
"9","7","196","9","5.26135276730076","3.39082463023825"
"9","7","204","6","5.55596880737435","3.51766767038455"
"9","7","274","3","4.69834331622404","2.96151637950089"
"9","7","300","6","5.22507588452394","3.48827485788881"
"9","7","340","3","5.47203577782454","3.51916390896732"
"9","7","344","9","5.20859712925278","3.57460682069154"
"9","7","437","18","5.20719805064948","3.22052325962666"
"9","7","833","18","5.29164163903531","2.93560841203429"
"9","7","857","3","5.39369479973919","3.68895569924279"
"9","8","54","6","5.34894796119225","3.62059312942096"
"9","8","196","9","5.30995183995753","3.64683814220395"
"9","8","204","6","5.38301990679164","3.62955287066698"
"9","8","274","3","5.00397007218283","3.0897686061326"
"9","8","300","6","5.10123752211878","3.58286490882192"
"9","8","340","3","5.24554719205937","3.51272864870716"
"9","8","344","9","5.06038407197524","3.87161881383919"
"9","8","437","18","5.2489477734742","3.33467065966084"
"9","8","833","18","5.26891052463046","3.11654562324019"
"9","8","857","3","5.24604833346078","3.65758198609518"
"9","9","54","6","5.40600928423311","3.52227672760551"
"9","9","196","9","5.40258339298957","3.47513122464408"
"9","9","204","6","5.49256137138742","3.46344072991528"
"9","9","274","3","4.73927211779974","2.91457039198953"
"9","9","300","6","5.36057353360673","3.4871557777673"
"9","9","340","3","5.37488553424739","3.46041651879525"
"9","9","344","9","5.13793851577875","3.7063944388599"
"9","9","437","18","5.3603128891952","3.13239135382572"
"9","9","833","18","5.33157533316168","2.8835099334758"
"9","9","857","3","5.4218635910869","3.5777515712594"
"9","10","54","6","5.46383367575176","3.57110683335233"
"9","10","196","9","5.39034903546396","3.43751262994063"
"9","10","204","6","5.55396123479629","3.53384737946852"
"9","10","274","3","4.8895300967529","3.04044286128623"
"9","10","300","6","5.2459482707171","3.59245428196108"
"9","10","340","3","5.49488214151936","3.529855257717"
"9","10","344","9","5.26649580640712","3.73888772290635"
"9","10","437","18","5.35161837264887","3.12025361070879"
"9","10","833","18","5.49998720339858","3.02574413396446"
"9","10","857","3","5.48835343924078","3.61366790305721"
"10","1","54","6","5.45852087154643","3.52335089855593"
"10","1","196","9","5.36672780489898","3.39372239471103"
"10","1","204","6","5.48684194242886","3.45361063360762"
"10","1","274","3","4.7508616880101","2.97108150532733"
"10","1","300","6","5.28378660686644","3.43565718582909"
"10","1","340","3","5.33198349239425","3.41419754106794"
"10","1","344","9","5.20290473417425","3.653685166905"
"10","1","437","18","5.30004091658518","2.99663149069546"
"10","1","833","18","5.33547461882114","2.92694195472703"
"10","1","857","3","5.45301902685303","3.58288659310378"
"10","2","54","6","5.47672969588818","3.46844540969658"
"10","2","196","9","5.37612628795808","3.32517609645045"
"10","2","204","6","5.48800497296755","3.44630938455284"
"10","2","274","3","4.87910628001786","2.98886325688789"
"10","2","300","6","5.30149759765086","3.35456757183982"
"10","2","340","3","5.46211830869774","3.33105430692361"
"10","2","344","9","5.17186019777652","3.46924830755912"
"10","2","437","18","5.24647625077532","3.04756615021958"
"10","2","833","18","5.46321580616383","3.01823273205171"
"10","2","857","3","5.4541158269421","3.36168182084378"
"10","3","54","6","5.55630684750109","3.47304371961224"
"10","3","196","9","5.55181207711817","3.59400955966495"
"10","3","204","6","5.63387120881771","3.53283311484533"
"10","3","274","3","5.04920794955535","3.25542883936049"
"10","3","300","6","5.49108710217582","3.48995039516402"
"10","3","340","3","5.49649238401867","3.32003908759392"
"10","3","344","9","5.3099913451777","3.65788691798757"
"10","3","437","18","5.50502308032471","3.28107533955749"
"10","3","833","18","5.55639156871971","3.18325577177891"
"10","3","857","3","5.54390805190866","3.49422663632611"
"10","4","54","6","5.60634587825131","3.48071347247376"
"10","4","196","9","5.56491338865101","3.55482037581637"
"10","4","204","6","5.66059603703446","3.5261259030204"
"10","4","274","3","4.9820155714538","3.1483216678252"
"10","4","300","6","5.49430549243831","3.39057900720669"
"10","4","340","3","5.48835405160711","3.28204771684757"
"10","4","344","9","5.22715782587608","3.65729180867214"
"10","4","437","18","5.45529997947549","3.14500239868947"
"10","4","833","18","5.5828798862333","3.08613874925405"
"10","4","857","3","5.59984064773766","3.395996377414"
"10","5","54","6","5.4465180253771","3.31669703432281"
"10","5","196","9","5.60566136216767","3.54929588260499"
"10","5","204","6","5.5414198185512","3.45189170288689"
"10","5","274","3","5.1483018156416","3.18003065779588"
"10","5","300","6","5.37243157572784","3.41566996501656"
"10","5","340","3","5.40111203443017","3.24174643391801"
"10","5","344","9","5.23301632572376","3.72333617937069"
"10","5","437","18","5.56200450732586","3.19581085297731"
"10","5","833","18","5.62296505526564","3.13165786827893"
"10","5","857","3","5.47052972982563","3.42900419051642"
"10","6","54","6","5.59490989945151","3.46593363560916"
"10","6","196","9","5.6626380365048","3.52510669809981"
"10","6","204","6","5.70736625941084","3.43816207610599"
"10","6","274","3","5.23512395562652","3.24276233873583"
"10","6","300","6","5.48184019834485","3.46824724779266"
"10","6","340","3","5.56840880128571","3.39540256281943"
"10","6","344","9","5.32344512377943","3.66135913083519"
"10","6","437","18","5.62193230551357","3.18238748303327"
"10","6","833","18","5.66823385488534","3.05887857835862"
"10","6","857","3","5.52608914817824","3.40896831929009"
"10","7","54","6","5.32326436940479","3.43884654981926"
"10","7","196","9","5.37484389065955","3.49353777979647"
"10","7","204","6","5.45710721475642","3.45860523708538"
"10","7","274","3","5.15031153559746","3.29311827027231"
"10","7","300","6","5.31386732770394","3.37819844372955"
"10","7","340","3","5.34212407846491","3.28798925200405"
"10","7","344","9","5.37506763794258","3.64868593901236"
"10","7","437","18","5.27678680081496","3.05475196363655"
"10","7","833","18","5.37554858509402","3.05016668189741"
"10","7","857","3","5.38063050862453","3.43447715132986"
"10","8","54","6","5.48979797079358","3.56164276046099"
"10","8","196","9","5.50800628812956","3.67011908158985"
"10","8","204","6","5.61743816693698","3.62721992960373"
"10","8","274","3","5.1331175168875","3.2407060943761"
"10","8","300","6","5.36170281972829","3.57834773803458"
"10","8","340","3","5.37381513751019","3.394355918156"
"10","8","344","9","5.27184348902936","3.82565625355537"
"10","8","437","18","5.33015769025289","3.20088755561562"
"10","8","833","18","5.44079216559494","3.05518107239765"
"10","8","857","3","5.39299012181751","3.58992826404668"
"10","9","54","6","5.46411261027583","3.54955384855597"
"10","9","196","9","5.53361365997891","3.56964268299946"
"10","9","204","6","5.54648061729814","3.55558253895869"
"10","9","274","3","5.11671534654669","3.54122594598404"
"10","9","300","6","5.33648565983244","3.39742967153688"
"10","9","340","3","5.30480384637516","3.31334609472836"
"10","9","344","9","5.13381917452188","3.34100150116592"
"10","9","437","18","5.45878033017575","3.47996119541668"
"10","9","833","18","5.48857077868192","3.34694436149454"
"10","9","857","3","5.40844704230571","3.65439138045887"
"10","10","54","6","5.53531738018992","3.48658322392859"
"10","10","196","9","5.53396571311925","3.56314531865785"
"10","10","204","6","5.56173557320764","3.43011873584319"
"10","10","274","3","5.0251327245427","3.04389704756909"
"10","10","300","6","5.37470447031584","3.34765373132726"
"10","10","340","3","5.47390171649918","3.28721135576181"
"10","10","344","9","5.22346115169327","3.62077030593198"
"10","10","437","18","5.39835091094707","3.19595040206081"
"10","10","833","18","5.51548925359561","3.00914344548121"
"10","10","857","3","5.57942203192357","3.40025656084726"
"11","1","54","6","5.56026320097695","3.79913273154545"
"11","1","196","9","5.56336222691429","3.92646168011606"
"11","1","204","6","5.59536907083524","3.95068521657327"
"11","1","274","3","4.99397227866534","3.8350385743901"
"11","1","300","6","5.4647307297604","3.69194519738316"
"11","1","340","3","5.44675035995926","3.63442322504701"
"11","1","344","9","5.38628088824738","3.86183886260841"
"11","1","437","18","5.52969151857857","3.74393819172239"
"11","1","833","18","5.49081178276953","3.84679972048562"
"11","1","857","3","5.40398982470437","3.63078108352216"
"11","2","54","6","5.44961112613977","3.82593265132385"
"11","2","196","9","5.57081238361233","3.82029445141703"
"11","2","204","6","5.46428887982702","3.96377941352319"
"11","2","274","3","5.00742841339412","3.66950925679365"
"11","2","300","6","5.34459678822319","3.70590427896896"
"11","2","340","3","5.34989186243123","3.69479151149337"
"11","2","344","9","5.16707823538135","3.81267661740355"
"11","2","437","18","5.42636973522693","3.59135256382006"
"11","2","833","18","5.33343921130217","3.66154344717935"
"11","2","857","3","5.42706124043607","3.73388595542863"
"11","3","54","6","5.61748396537135","3.7087110728072"
"11","3","196","9","5.70094110133977","3.74972021566547"
"11","3","204","6","5.65481094175668","3.80506136056352"
"11","3","274","3","5.02434087617354","3.56815164247197"
"11","3","300","6","5.4906980761097","3.59500047365338"
"11","3","340","3","5.53802265804482","3.5815139950759"
"11","3","344","9","5.22198876153831","3.56419406532939"
"11","3","437","18","5.69083909251085","3.60061809342756"
"11","3","833","18","5.48340060809817","3.63705444565862"
"11","3","857","3","5.59173565825233","3.57702615685936"
"11","4","54","6","5.38242585081315","3.7401217815796"
"11","4","196","9","5.48788356423989","3.86692650627033"
"11","4","204","6","5.38355001890304","3.84356967970826"
"11","4","274","3","4.874030779109","3.56649536963297"
"11","4","300","6","5.2270392252804","3.60891366675423"
"11","4","340","3","5.27062484549318","3.57168018622768"
"11","4","344","9","5.07441659409321","3.77462471491997"
"11","4","437","18","5.3776354280142","3.53855771618893"
"11","4","833","18","5.32014019395735","3.58518502142464"
"11","4","857","3","5.29673640698994","3.56836582459743"
"11","5","54","6","5.31858794846803","3.76148722782378"
"11","5","196","9","5.44701970156376","4.03331037083371"
"11","5","204","6","5.38906276437895","3.95005736783833"
"11","5","274","3","4.88355174314713","3.85026647796359"
"11","5","300","6","5.35970429921619","3.77988255437237"
"11","5","340","3","5.18832015343832","3.56678203492188"
"11","5","344","9","5.14736566064071","3.93786325457635"
"11","5","437","18","5.34667242471558","3.74822018899303"
"11","5","833","18","5.22692915430757","3.78138119057327"
"11","5","857","3","5.30732170018373","3.72781402823259"
"11","6","54","6","5.47107573976339","3.80707350544904"
"11","6","196","9","5.49505440745456","3.91708957884117"
"11","6","204","6","5.42736456239376","3.95482324203723"
"11","6","274","3","5.11742292569478","3.7542653265218"
"11","6","300","6","5.28040826848302","3.74575370751546"
"11","6","340","3","5.39770092103146","3.70814927853017"
"11","6","344","9","5.05624719280665","3.83319124643659"
"11","6","437","18","5.43824494506292","3.64842466058575"
"11","6","833","18","5.47876717064514","3.78964660375912"
"11","6","857","3","5.29999002785432","3.62443595597086"
"11","7","54","6","5.56776117062459","3.82802262642077"
"11","7","196","9","5.61268587940143","3.96674766008655"
"11","7","204","6","5.60295205190881","3.98854421658953"
"11","7","274","3","5.05872891359347","3.82801714953566"
"11","7","300","6","5.47462740197263","3.72619345905446"
"11","7","340","3","5.43445329724928","3.72000068294262"
"11","7","344","9","5.29048704071721","3.99060469652972"
"11","7","437","18","5.52302355772577","3.67085047369809"
"11","7","833","18","5.44289095382709","3.72579525257839"
"11","7","857","3","5.54922305263805","3.71455706866795"
"11","8","54","6","5.44136352520443","3.71103834245966"
"11","8","196","9","5.54942109234914","3.83418389225049"
"11","8","204","6","5.38331852626566","3.79000180626991"
"11","8","274","3","4.96270082846022","3.57075856410983"
