"","jvfs_1_targetChildProminence","lant_2_targetChildProminence","szch_2_targetChildProminence","modal_prominence","clean"
"1683",3,3,2,3,FALSE
"1684",2,3,2,2,FALSE
"1685",2,2,1,2,FALSE
"1686",3,2,1,1,TRUE
"1687",2,2,1,2,FALSE
"1688",2,2,1,2,FALSE
"1689",2,2,1,2,FALSE
"1690",2,3,1,1,TRUE
"1691",2,2,1,2,FALSE
"1692",1,2,1,1,TRUE
"1693",2,2,1,2,FALSE
"1694",2,2,1,2,FALSE
"1695",2,2,1,2,FALSE
"1696",2,2,2,2,FALSE
"1697",4,4,3,4,FALSE
"1698",2,2,2,2,FALSE
"1699",2,2,1,2,FALSE
"1700",4,3,2,2,FALSE
"1701",2,2,2,2,FALSE
"1702",4,3,2,2,FALSE
"1703",3,2,2,2,FALSE
"1704",3,2,2,2,FALSE
"1705",2,2,1,2,FALSE
"1706",3,2,2,2,FALSE
"1707",3,2,2,2,FALSE
"1708",2,2,1,2,FALSE
"1709",3,3,2,3,FALSE
"1710",2,2,1,2,FALSE
"1711",3,2,2,2,FALSE
"1712",2,3,2,2,FALSE
"1713",2,2,2,2,FALSE
"1714",3,2,2,2,FALSE
"1715",3,2,2,2,FALSE
"1716",2,2,2,2,FALSE
"1717",2,2,2,2,FALSE
"1718",2,2,1,2,FALSE
"1719",2,2,1,2,FALSE
"1720",3,3,1,3,FALSE
"1721",3,3,2,3,FALSE
"1722",2,2,1,2,FALSE
"1723",2,2,1,2,FALSE
"1724",2,2,1,2,FALSE
"1725",2,2,1,2,FALSE
"1726",2,2,2,2,FALSE
"1727",4,4,4,4,FALSE
"1728",2,2,2,2,FALSE
"1729",2,2,1,2,FALSE
"1730",3,3,2,3,FALSE
"1731",3,3,2,3,FALSE
"1732",2,2,1,2,FALSE
"1733",2,3,2,2,FALSE
"1734",2,2,1,2,FALSE
"1735",2,2,1,2,FALSE
"1736",3,3,2,3,FALSE
"1737",2,2,1,2,FALSE
"1738",3,4,2,2,FALSE
"1739",2,2,2,2,FALSE
"1740",2,2,1,2,FALSE
"1741",2,2,1,2,FALSE
"1742",2,2,1,2,FALSE
"1743",2,2,1,2,FALSE
"1744",2,2,2,2,FALSE
"1745",2,2,1,2,FALSE
"1746",3,2,1,1,TRUE
"1747",2,2,1,2,FALSE
"1748",2,2,1,2,FALSE
"1749",2,3,1,1,TRUE
"1750",2,2,1,2,FALSE
"1751",2,2,1,2,FALSE
"1752",2,2,1,2,FALSE
"1753",2,2,1,2,FALSE
"1754",2,2,1,2,FALSE
"1755",2,2,1,2,FALSE
"1756",1,2,1,1,TRUE
"1757",2,2,1,2,FALSE
"1758",2,2,1,2,FALSE
"1759",1,2,1,1,TRUE
"1760",2,2,1,2,FALSE
"1761",2,2,1,2,FALSE
"1762",1,2,1,1,TRUE
"1763",2,2,2,2,FALSE
"1764",3,4,3,3,FALSE
"1765",2,2,1,2,FALSE
"1766",1,2,1,1,TRUE
"1767",2,2,1,2,FALSE
"1768",2,2,2,2,FALSE
"1769",3,2,2,2,FALSE
"1770",3,2,2,2,FALSE
"1771",2,2,1,2,FALSE
"1772",2,2,1,2,FALSE
"1773",4,4,2,4,FALSE
"1774",4,3,3,3,FALSE
"1775",2,2,2,2,FALSE
"1776",2,2,1,2,FALSE
"1777",2,2,1,2,FALSE
"1778",2,2,1,2,FALSE
"1779",5,4,2,2,FALSE
"1780",5,4,4,4,FALSE
"1781",5,5,5,5,FALSE
"1782",2,2,1,2,FALSE
"1783",2,2,2,2,FALSE
"1784",2,3,2,2,FALSE
"1785",2,2,1,2,FALSE
"1786",2,2,2,2,FALSE
"1787",2,3,2,2,FALSE
"1788",2,3,3,3,FALSE
"1789",5,5,4,5,FALSE
"1790",5,5,5,5,FALSE
"1791",2,2,2,2,FALSE
"1792",4,3,2,2,FALSE
"1793",2,2,2,2,FALSE
"1794",2,2,1,2,FALSE
"1795",2,2,1,2,FALSE
"1796",3,3,3,3,FALSE
"1797",4,3,3,3,FALSE
"1798",5,5,5,5,FALSE
"1799",5,5,5,5,FALSE
"1800",5,4,4,4,FALSE
"1801",3,2,2,2,FALSE
"1802",2,2,2,2,FALSE
"1803",2,2,1,2,FALSE
"1804",2,2,2,2,FALSE
"1805",4,2,1,1,TRUE
"1806",4,3,2,2,FALSE
"1807",3,2,2,2,FALSE
"1808",2,2,1,2,FALSE
"1809",2,2,2,2,FALSE
"1810",3,3,2,3,FALSE
"1811",1,2,1,1,TRUE
"1812",2,2,2,2,FALSE
"1813",2,2,2,2,FALSE
"1814",2,2,1,2,FALSE
"1815",2,2,2,2,FALSE
"1816",2,3,2,2,FALSE
"1817",2,2,2,2,FALSE
"1818",2,2,2,2,FALSE
"1819",2,2,2,2,FALSE
"1820",2,2,2,2,FALSE
"1821",5,5,5,5,FALSE
"1822",2,2,1,2,FALSE
"1823",2,2,1,2,FALSE
"1824",2,2,1,2,FALSE
"1825",2,2,2,2,FALSE
"1826",2,3,2,2,FALSE
"1827",2,2,2,2,FALSE
"1828",1,2,2,2,FALSE
"1829",1,2,1,1,TRUE
"1830",2,2,1,2,FALSE
"1831",1,2,2,2,FALSE
"1832",1,2,1,1,TRUE
"1833",2,2,1,2,FALSE
"1834",2,2,2,2,FALSE
"1835",2,3,2,2,FALSE
"1836",2,2,2,2,FALSE
"1837",2,2,2,2,FALSE
"1838",2,2,2,2,FALSE
"1839",2,2,2,2,FALSE
"1840",1,2,1,1,TRUE
"1841",2,3,2,2,FALSE
"1842",2,3,2,2,FALSE
"1843",1,2,1,1,TRUE
"1844",2,2,1,2,FALSE
"1845",2,2,1,2,FALSE
"1846",1,2,1,1,TRUE
"1847",1,2,1,1,TRUE
"1848",2,2,1,2,FALSE
"1849",4,4,2,4,FALSE
"1850",1,2,1,1,TRUE
"1851",2,4,2,2,FALSE
"1852",2,2,1,2,FALSE
"1853",2,2,2,2,FALSE
"1854",2,2,1,2,FALSE
"1855",3,3,1,3,FALSE
"1856",2,2,1,2,FALSE
"1857",4,3,2,2,FALSE
"1858",3,2,2,2,FALSE
"1859",2,2,2,2,FALSE
"1860",3,2,2,2,FALSE
"1861",2,2,1,2,FALSE
"1862",2,2,2,2,FALSE
"1863",2,4,2,2,FALSE
"1864",2,3,1,1,TRUE
"1865",2,2,1,2,FALSE
"1866",5,5,5,5,FALSE
"1867",2,2,1,2,FALSE
"1868",1,2,1,1,TRUE
"1869",2,3,2,2,FALSE
"1870",2,2,2,2,FALSE
"1871",1,2,1,1,TRUE
"1872",1,2,1,1,TRUE
"1873",2,2,1,2,FALSE
"1874",2,2,1,2,FALSE
"1875",2,2,2,2,FALSE
"1876",2,2,2,2,FALSE
"1877",3,3,2,3,FALSE
"1878",2,2,2,2,FALSE
"1879",2,2,2,2,FALSE
"1880",2,3,2,2,FALSE
"1881",2,2,2,2,FALSE
"1882",2,2,2,2,FALSE
"1883",4,3,3,3,FALSE
"1884",3,2,2,2,FALSE
"1885",2,2,2,2,FALSE
"1886",3,3,2,3,FALSE
"1887",3,2,2,2,FALSE
"1888",2,3,2,2,FALSE
"1889",2,2,2,2,FALSE
"1890",3,2,2,2,FALSE
"1891",2,2,2,2,FALSE
"1892",1,2,1,1,TRUE
"1893",1,2,1,1,TRUE
"1894",2,2,2,2,FALSE
"1895",2,2,2,2,FALSE
"1896",2,2,2,2,FALSE
"1897",2,2,2,2,FALSE
"1898",2,2,1,2,FALSE
"1899",2,2,2,2,FALSE
"1900",2,2,2,2,FALSE
"1901",3,2,2,2,FALSE
"1902",5,5,1,5,FALSE
"1903",3,2,2,2,FALSE
"1904",5,5,5,5,FALSE
"1905",4,3,1,1,TRUE
"1906",2,2,1,2,FALSE
"1907",2,2,2,2,FALSE
"1908",3,2,2,2,FALSE
"1909",2,2,2,2,FALSE
"1910",5,5,5,5,FALSE
"1911",2,2,1,2,FALSE
"1912",2,2,2,2,FALSE
"1913",2,2,1,2,FALSE
"1914",2,2,1,2,FALSE
"1915",5,5,5,5,FALSE
"1916",4,4,3,4,FALSE
"1917",2,3,2,2,FALSE
"1918",2,2,2,2,FALSE
"1919",5,5,5,5,FALSE
"1920",2,2,1,2,FALSE
"1921",5,5,5,5,FALSE
"1922",2,2,1,2,FALSE
"1923",5,5,5,5,FALSE
"1924",4,3,3,3,FALSE
"1925",2,2,2,2,FALSE
"1926",2,2,2,2,FALSE
"1927",2,2,1,2,FALSE
"1928",2,2,1,2,FALSE
"1929",2,2,1,2,FALSE
"1930",2,2,1,2,FALSE
"1931",2,2,1,2,FALSE
"1932",2,2,1,2,FALSE
"1933",2,3,2,2,FALSE
"1934",2,3,2,2,FALSE
"1935",2,2,1,2,FALSE
"1936",2,2,1,2,FALSE
"1937",1,2,1,1,TRUE
"1938",2,2,2,2,FALSE
"1939",1,2,1,1,TRUE
"1940",1,2,1,1,TRUE
"1941",1,2,1,1,TRUE
"1942",1,2,1,1,TRUE
"1943",2,4,2,2,FALSE
"1944",2,4,1,1,TRUE
"1945",2,2,1,2,FALSE
"1946",2,2,1,2,FALSE
"1947",2,3,4,2,FALSE
"1948",2,3,2,2,FALSE
"1949",2,2,1,2,FALSE
"1950",1,2,1,1,TRUE
"1951",2,3,2,2,FALSE
"1952",2,2,1,2,FALSE
"1953",2,3,2,2,FALSE
"1954",2,2,2,2,FALSE
"1955",2,2,2,2,FALSE
"1956",2,2,2,2,FALSE
"1957",2,2,1,2,FALSE
"1958",2,2,2,2,FALSE
"1959",2,3,2,2,FALSE
"1960",2,2,1,2,FALSE
"1961",3,2,2,2,FALSE
"1962",2,2,1,2,FALSE
"1963",2,2,1,2,FALSE
"1964",3,3,2,3,FALSE
"1965",2,2,1,2,FALSE
"1966",1,2,1,1,TRUE
"1967",2,2,1,2,FALSE
"1968",4,3,1,1,TRUE
"1969",2,2,1,2,FALSE
"1970",3,3,2,3,FALSE
"1971",1,2,1,1,TRUE
"1972",2,2,1,2,FALSE
"1973",1,2,1,1,TRUE
"1974",2,2,1,2,FALSE
"1975",2,2,2,2,FALSE
"1976",2,2,2,2,FALSE
"1977",2,2,1,2,FALSE
"1978",1,2,1,1,TRUE
"1979",1,2,1,1,TRUE
"1980",1,2,1,1,TRUE
"1981",2,2,1,2,FALSE
"1982",2,2,1,2,FALSE
"1983",2,2,1,2,FALSE
"1984",2,2,1,2,FALSE
"1985",2,2,2,2,FALSE
"1986",2,2,2,2,FALSE
"1987",2,2,2,2,FALSE
"1988",2,2,2,2,FALSE
"1989",2,2,1,2,FALSE
"1990",2,3,2,2,FALSE
"1991",1,2,1,1,TRUE
"1992",2,2,2,2,FALSE
"1993",3,3,1,3,FALSE
"1994",4,3,1,1,TRUE
"1995",3,3,2,3,FALSE
"1996",1,2,1,1,TRUE
"1997",3,3,2,3,FALSE
"1998",1,2,1,1,TRUE
"1999",2,2,2,2,FALSE
"2000",2,2,1,2,FALSE
"2001",2,2,2,2,FALSE
"2002",1,2,1,1,TRUE
"2003",2,2,1,2,FALSE
"2004",2,2,1,2,FALSE
"2005",2,2,2,2,FALSE
"2006",2,2,2,2,FALSE
"2007",2,2,1,2,FALSE
"2008",2,2,1,2,FALSE
"2009",2,2,2,2,FALSE
"2010",1,2,1,1,TRUE
"2011",1,2,1,1,TRUE
"2012",2,2,2,2,FALSE
"2013",2,3,2,2,FALSE
"2014",2,2,1,2,FALSE
"2015",1,2,1,1,TRUE
"2016",2,2,1,2,FALSE
"2017",2,2,2,2,FALSE
"2018",2,2,1,2,FALSE
"2019",2,2,1,2,FALSE
"2020",1,2,1,1,TRUE
"2021",5,4,4,4,FALSE
"2022",2,2,1,2,FALSE
"2023",3,2,2,2,FALSE
"2024",5,5,5,5,FALSE
"2025",3,3,2,3,FALSE
"2026",2,2,2,2,FALSE
"2027",3,2,2,2,FALSE
"2028",2,2,2,2,FALSE
"2029",2,2,1,2,FALSE
"2030",2,2,2,2,FALSE
"2031",2,2,2,2,FALSE
"2032",2,2,1,2,FALSE
"2033",2,2,1,2,FALSE
"2034",2,2,1,2,FALSE
"2035",2,2,1,2,FALSE
"2036",2,2,2,2,FALSE
"2037",2,2,2,2,FALSE
"2038",2,2,2,2,FALSE
"2039",2,2,2,2,FALSE
"2040",3,2,2,2,FALSE
"2041",2,2,1,2,FALSE
"2042",2,2,1,2,FALSE
"2043",4,3,2,2,FALSE
"2044",3,2,2,2,FALSE
"2045",4,4,2,4,FALSE
"2046",3,3,2,3,FALSE
"2047",5,5,5,5,FALSE
"2048",1,2,1,1,TRUE
"2049",2,2,1,2,FALSE
"2050",2,2,2,2,FALSE
"2051",2,2,1,2,FALSE
"2052",1,2,1,1,TRUE
"2053",2,2,1,2,FALSE
"2054",2,2,1,2,FALSE
"2055",2,2,1,2,FALSE
"2056",2,2,2,2,FALSE
"2057",2,3,2,2,FALSE
"2058",3,2,1,1,TRUE
"2059",2,2,1,2,FALSE
"2060",1,2,1,1,TRUE
"2061",1,2,1,1,TRUE
"2062",2,2,1,2,FALSE
"2063",2,1,1,1,TRUE
"2064",2,1,1,1,TRUE
"2065",2,3,2,2,FALSE
"2066",2,2,1,2,FALSE
"2067",2,2,1,2,FALSE
"2068",2,2,1,2,FALSE
"2069",2,2,1,2,FALSE
"2070",1,2,1,1,TRUE
"2071",2,2,1,2,FALSE
"2072",1,2,1,1,TRUE
"2073",2,2,1,2,FALSE
"2074",1,2,1,1,TRUE
"2075",1,2,1,1,TRUE
"2076",2,2,1,2,FALSE
"2077",2,2,1,2,FALSE
"2078",2,3,2,2,FALSE
"2079",2,2,1,2,FALSE
"2080",2,2,1,2,FALSE
"2081",2,2,1,2,FALSE
"2082",1,2,1,1,TRUE
"2083",2,2,1,2,FALSE
"2084",2,2,1,2,FALSE
"2085",2,2,1,2,FALSE
"2086",2,2,1,2,FALSE
"2087",2,2,1,2,FALSE
"2088",2,2,1,2,FALSE
"2089",2,2,1,2,FALSE
"2090",1,2,1,1,TRUE
"2091",2,2,1,2,FALSE
"2092",2,2,1,2,FALSE
"2093",3,2,1,1,TRUE
"2094",1,2,1,1,TRUE
"2095",1,2,1,1,TRUE
"2096",2,2,1,2,FALSE
"2097",1,2,1,1,TRUE
"2098",2,2,2,2,FALSE
"2099",1,2,1,1,TRUE
"2100",2,2,1,2,FALSE
"2101",2,2,1,2,FALSE
"2102",2,2,1,2,FALSE
"2103",2,2,1,2,FALSE
"2104",2,2,1,2,FALSE
"2105",2,2,1,2,FALSE
"2106",2,2,1,2,FALSE
"2107",2,2,1,2,FALSE
"2108",2,2,1,2,FALSE
"2109",2,2,1,2,FALSE
"2110",2,2,1,2,FALSE
"2111",2,2,1,2,FALSE
"2112",2,2,1,2,FALSE
"2113",2,2,1,2,FALSE
"2114",2,2,1,2,FALSE
"2115",2,2,1,2,FALSE
"2116",2,2,1,2,FALSE
"2117",2,2,1,2,FALSE
"2118",2,4,5,2,FALSE
"2119",2,2,1,2,FALSE
"2120",2,2,1,2,FALSE
"2121",2,2,1,2,FALSE
"2122",2,2,2,2,FALSE
"2123",2,2,1,2,FALSE
"2124",2,2,1,2,FALSE
"2125",2,2,1,2,FALSE
"2126",2,2,1,2,FALSE
"2127",2,2,1,2,FALSE
"2128",2,2,1,2,FALSE
"2129",2,2,1,2,FALSE
"2130",4,4,4,4,FALSE
"2131",3,3,3,3,FALSE
"2132",2,3,2,2,FALSE
"2133",2,3,2,2,FALSE
"2134",2,2,2,2,FALSE
"2135",1,2,1,1,TRUE
"2136",1,1,1,1,TRUE
"2137",2,2,2,2,FALSE
"2138",2,2,1,2,FALSE
"2139",3,3,2,3,FALSE
"2140",2,2,1,2,FALSE
"2141",5,5,5,5,FALSE
"2142",5,5,5,5,FALSE
"2143",5,5,5,5,FALSE
"2144",5,5,5,5,FALSE
"2145",5,5,5,5,FALSE
"2146",5,5,5,5,FALSE
"2147",5,5,5,5,FALSE
"2148",5,5,5,5,FALSE
"2149",5,5,5,5,FALSE
"2150",5,5,5,5,FALSE
"2151",2,2,1,2,FALSE
"2152",2,2,2,2,FALSE
"2153",5,5,5,5,FALSE
"2154",2,2,2,2,FALSE
"2155",4,3,3,3,FALSE
"2156",2,2,2,2,FALSE
"2157",1,2,2,2,FALSE
"2158",2,2,2,2,FALSE
"2159",1,2,2,2,FALSE
"2160",2,2,2,2,FALSE
"2161",2,2,2,2,FALSE
"2162",2,2,2,2,FALSE
"2163",2,2,2,2,FALSE
"2164",3,3,3,3,FALSE
"2165",2,2,2,2,FALSE
"2166",2,2,2,2,FALSE
"2167",4,5,5,5,FALSE
"2168",2,2,2,2,FALSE
"2169",5,5,5,5,FALSE
"2170",2,2,2,2,FALSE
"2171",5,5,5,5,FALSE
"2172",5,5,5,5,FALSE
"2173",5,5,5,5,FALSE
"2174",5,5,5,5,FALSE
"2175",3,2,2,2,FALSE
"2176",5,5,5,5,FALSE
"2177",5,5,5,5,FALSE
"2178",5,5,5,5,FALSE
"2179",5,5,5,5,FALSE
"2180",4,3,3,3,FALSE
"2181",1,2,1,1,TRUE
"2182",2,2,2,2,FALSE
"2183",3,3,2,3,FALSE
"2184",3,2,1,1,TRUE
"2185",3,2,2,2,FALSE
"2186",5,3,2,2,FALSE
"2187",2,2,2,2,FALSE
"2188",2,2,1,2,FALSE
"2189",2,2,2,2,FALSE
"2190",2,2,2,2,FALSE
"2191",2,2,2,2,FALSE
"2192",2,2,1,2,FALSE
"2193",2,2,2,2,FALSE
"2194",2,2,2,2,FALSE
"2195",2,2,1,2,FALSE
"2196",2,2,2,2,FALSE
"2197",2,2,1,2,FALSE
"2198",2,2,2,2,FALSE
"2199",3,2,2,2,FALSE
"2200",1,2,1,1,TRUE
"2201",1,2,1,1,TRUE
"2202",2,2,2,2,FALSE
"2203",2,2,2,2,FALSE
"2204",2,3,2,2,FALSE
"2205",1,2,1,1,TRUE
"2206",2,2,1,2,FALSE
"2207",1,2,1,1,TRUE
"2208",2,2,1,2,FALSE
"2209",2,2,2,2,FALSE
"2210",1,2,2,2,FALSE
"2211",1,2,1,1,TRUE
"2212",2,2,2,2,FALSE
"2213",1,2,1,1,TRUE
"2214",2,2,2,2,FALSE
"2215",2,2,2,2,FALSE
"2216",2,2,1,2,FALSE
"2217",5,5,5,5,FALSE
"2218",2,2,2,2,FALSE
"2219",2,2,2,2,FALSE
"2220",2,2,2,2,FALSE
"2221",2,2,2,2,FALSE
"2222",2,2,2,2,FALSE
"2223",2,2,2,2,FALSE
"2224",2,2,2,2,FALSE
"2225",2,2,1,2,FALSE
"2226",1,1,1,1,TRUE
"2227",2,2,2,2,FALSE
"2228",1,2,1,1,TRUE
"2229",4,4,3,4,FALSE
"2230",5,5,5,5,FALSE
"2231",4,3,2,2,FALSE
"2232",2,2,1,2,FALSE
"2233",3,3,3,3,FALSE
"2234",2,3,2,2,FALSE
"2235",5,4,4,4,FALSE
"2236",1,2,2,2,FALSE
"2237",2,2,1,2,FALSE
"2238",2,2,1,2,FALSE
"2239",2,2,1,2,FALSE
"2240",2,2,1,2,FALSE
"2241",2,2,1,2,FALSE
"2242",2,2,1,2,FALSE
"2243",1,1,1,1,TRUE
"2244",1,1,1,1,TRUE
"2245",1,1,1,1,TRUE
"2246",3,2,2,2,FALSE
"2247",2,2,1,2,FALSE
"2248",5,5,5,5,FALSE
"2249",3,2,2,2,FALSE
"2250",2,2,1,2,FALSE
"2251",2,2,2,2,FALSE
"2252",2,2,2,2,FALSE
"2253",2,2,1,2,FALSE
"2254",1,2,1,1,TRUE
"2255",1,2,1,1,TRUE
"2256",2,2,2,2,FALSE
"2257",1,2,1,1,TRUE
"2258",2,3,2,2,FALSE
"2259",2,2,2,2,FALSE
"2260",3,2,1,1,TRUE
"2261",3,2,1,1,TRUE
"2262",4,2,2,2,FALSE
"2263",2,2,1,2,FALSE
"2264",4,3,3,3,FALSE
"2265",4,3,3,3,FALSE
"2266",3,3,3,3,FALSE
"2267",3,2,2,2,FALSE
"2268",2,2,1,2,FALSE
"2269",2,2,1,2,FALSE
"2270",2,2,1,2,FALSE
"2271",2,2,1,2,FALSE
"2272",2,2,1,2,FALSE
"2273",3,3,2,3,FALSE
"2274",3,3,2,3,FALSE
"2275",2,2,2,2,FALSE
"2276",3,2,2,2,FALSE
"2277",2,2,1,2,FALSE
"2278",2,2,1,2,FALSE
"2279",2,2,1,2,FALSE
"2280",5,4,3,3,FALSE
"2281",2,2,1,2,FALSE
"2282",1,2,1,1,TRUE
"2283",3,2,2,2,FALSE
"2284",2,2,1,2,FALSE
"2285",2,2,2,2,FALSE
"2286",5,4,2,2,FALSE
"2287",2,2,1,2,FALSE
"2288",2,2,1,2,FALSE
"2289",3,2,2,2,FALSE
"2290",3,2,2,2,FALSE
"2291",3,3,2,3,FALSE
"2292",2,2,1,2,FALSE
"2293",2,2,1,2,FALSE
"2294",2,2,1,2,FALSE
"2295",1,2,1,1,TRUE
"2296",2,2,2,2,FALSE
"2297",2,2,2,2,FALSE
"2298",2,2,1,2,FALSE
"2299",1,2,1,1,TRUE
"2300",2,3,2,2,FALSE
"2301",2,2,2,2,FALSE
"2302",3,2,1,1,TRUE
"2303",3,2,1,1,TRUE
"2304",4,3,2,2,FALSE
"2305",4,3,2,2,FALSE
"2306",3,2,2,2,FALSE
"2307",3,2,1,1,TRUE
"2308",2,3,2,2,FALSE
"2309",2,2,2,2,FALSE
"2310",2,2,2,2,FALSE
"2311",2,2,1,2,FALSE
"2312",2,2,2,2,FALSE
"2313",2,2,2,2,FALSE
"2314",2,2,2,2,FALSE
"2315",2,2,2,2,FALSE
"2316",2,2,1,2,FALSE
"2317",2,3,3,3,FALSE
"2318",1,2,1,1,TRUE
"2319",2,2,2,2,FALSE
"2320",2,2,2,2,FALSE
"2321",2,2,2,2,FALSE
"2322",2,2,1,2,FALSE
"2323",5,3,1,1,TRUE
"2324",5,3,1,1,TRUE
"2325",5,4,2,2,FALSE
"2326",2,2,2,2,FALSE
"2327",2,2,2,2,FALSE
"2328",2,2,1,2,FALSE
"2329",2,2,1,2,FALSE
"2330",2,2,1,2,FALSE
"2331",2,2,1,2,FALSE
"2332",2,2,1,2,FALSE
"2333",2,2,1,2,FALSE
"2334",2,2,1,2,FALSE
"2335",2,2,1,2,FALSE
"2336",2,2,1,2,FALSE
"2337",3,2,1,1,TRUE
"2338",2,2,1,2,FALSE
"2339",1,2,1,1,TRUE
"2340",2,2,1,2,FALSE
"2341",1,1,1,1,TRUE
"2342",1,2,1,1,TRUE
"2343",2,2,1,2,FALSE
"2344",2,3,2,2,FALSE
"2345",3,2,2,2,FALSE
"2346",2,2,1,2,FALSE
"2347",2,2,2,2,FALSE
"2348",1,2,1,1,TRUE
"2349",2,3,2,2,FALSE
"2350",2,2,1,2,FALSE
"2351",2,3,2,2,FALSE
"2352",5,4,5,5,FALSE
"2353",2,2,1,2,FALSE
"2354",3,2,2,2,FALSE
"2355",2,2,1,2,FALSE
"2356",2,2,2,2,FALSE
"2357",2,2,1,2,FALSE
"2358",2,2,2,2,FALSE
"2359",2,2,2,2,FALSE
"2360",3,3,2,3,FALSE
"2361",2,2,2,2,FALSE
"2362",1,2,1,1,TRUE
"2363",2,2,2,2,FALSE
"2364",2,2,1,2,FALSE
"2365",3,2,1,1,TRUE
"2366",2,2,1,2,FALSE
"2367",5,5,5,5,FALSE
"2368",2,2,2,2,FALSE
"2369",4,2,1,1,TRUE
"2370",1,2,1,1,TRUE
"2371",1,2,1,1,TRUE
"2372",2,2,1,2,FALSE
"2373",3,3,2,3,FALSE
"2374",2,2,1,2,FALSE
"2375",2,2,1,2,FALSE
"2376",2,2,1,2,FALSE
"2377",2,2,2,2,FALSE
"2378",2,2,1,2,FALSE
"2379",1,2,1,1,TRUE
"2380",2,2,2,2,FALSE
"2381",3,4,3,3,FALSE
"2382",1,2,1,1,TRUE
"2383",1,2,1,1,TRUE
"2384",1,2,1,1,TRUE
"2385",2,2,2,2,FALSE
"2386",2,3,2,2,FALSE
"2387",1,1,1,1,TRUE
"2388",2,2,1,2,FALSE
"2389",2,2,1,2,FALSE
"2390",1,2,1,1,TRUE
"2391",2,4,3,2,FALSE
"2392",4,3,3,3,FALSE
"2393",2,2,1,2,FALSE
"2394",3,3,3,3,FALSE
"2395",2,2,1,2,FALSE
"2396",2,2,1,2,FALSE
"2397",3,3,2,3,FALSE
"2398",3,2,2,2,FALSE
"2399",3,2,2,2,FALSE
"2400",1,1,1,1,TRUE
"2401",2,2,1,2,FALSE
"2402",2,2,2,2,FALSE
"2403",2,2,2,2,FALSE
"2404",2,2,2,2,FALSE
"2405",1,2,2,2,FALSE
"2406",1,2,1,1,TRUE
"2407",1,2,1,1,TRUE
"2408",2,2,1,2,FALSE
"2409",4,5,5,5,FALSE
"2410",1,2,1,1,TRUE
"2411",1,2,1,1,TRUE
"2412",1,2,1,1,TRUE
"2413",3,2,1,1,TRUE
"2414",1,2,1,1,TRUE
"2415",3,2,2,2,FALSE
"2416",2,2,1,2,FALSE
"2417",1,2,1,1,TRUE
"2418",1,2,1,1,TRUE
"2419",2,2,1,2,FALSE
"2420",2,2,1,2,FALSE
"2421",2,3,2,2,FALSE
"2422",1,2,2,2,FALSE
"2423",1,2,1,1,TRUE
"2424",1,2,1,1,TRUE
"2425",1,2,1,1,TRUE
"2426",1,3,1,1,TRUE
"2427",2,2,1,2,FALSE
"2428",1,2,1,1,TRUE
"2429",2,2,2,2,FALSE
"2430",2,2,2,2,FALSE
"2431",2,3,2,2,FALSE
"2432",2,2,1,2,FALSE
"2433",2,3,2,2,FALSE
"2434",4,5,5,5,FALSE
"2435",5,5,5,5,FALSE
"2436",3,3,3,3,FALSE
"2437",2,3,2,2,FALSE
"2438",2,2,2,2,FALSE
"2439",2,3,2,2,FALSE
"2440",2,3,2,2,FALSE
"2441",2,2,2,2,FALSE
"2442",1,2,1,1,TRUE
"2443",2,2,2,2,FALSE
"2444",2,2,2,2,FALSE
"2445",2,2,2,2,FALSE
"2446",2,2,1,2,FALSE
"2447",3,3,2,3,FALSE
"2448",3,3,2,3,FALSE
"2449",1,2,2,2,FALSE
"2450",1,2,1,1,TRUE
"2451",1,2,1,1,TRUE
"2452",1,2,1,1,TRUE
"2453",1,2,1,1,TRUE
"2454",1,2,1,1,TRUE
"2455",1,2,1,1,TRUE
"2456",2,2,1,2,FALSE
"2457",3,3,3,3,FALSE
"2458",2,2,1,2,FALSE
"2459",2,2,1,2,FALSE
"2460",3,2,2,2,FALSE
"2461",3,2,2,2,FALSE
"2462",1,2,1,1,TRUE
"2463",2,2,1,2,FALSE
"2464",2,4,1,1,TRUE
"2465",3,2,2,2,FALSE
"2466",1,2,1,1,TRUE
"2467",1,2,2,2,FALSE
"2468",1,2,1,1,TRUE
"2469",2,2,2,2,FALSE
"2470",1,2,1,1,TRUE
"2471",1,2,1,1,TRUE
"2472",1,2,1,1,TRUE
"2473",2,2,2,2,FALSE
"2474",1,2,2,2,FALSE
"2475",3,3,2,3,FALSE
"2476",4,3,2,2,FALSE
"2477",1,2,1,1,TRUE
"2478",3,4,2,2,FALSE
"2479",5,5,5,5,FALSE
"2480",1,2,1,1,TRUE
"2481",2,2,2,2,FALSE
"2482",2,3,2,2,FALSE
"2483",2,3,2,2,FALSE
"2484",3,3,2,3,FALSE
"2485",3,3,2,3,FALSE
"2486",3,2,2,2,FALSE
"2487",2,3,2,2,FALSE
"2488",2,2,2,2,FALSE
"2489",2,2,2,2,FALSE
"2490",1,2,1,1,TRUE
"2491",2,2,2,2,FALSE
"2492",3,2,2,2,FALSE
"2493",2,2,2,2,FALSE
"2494",1,2,1,1,TRUE
"2495",1,2,1,1,TRUE
"2496",1,2,1,1,TRUE
"2497",5,5,5,5,FALSE
"2498",5,5,5,5,FALSE
"2499",1,2,2,2,FALSE
"2500",5,5,5,5,FALSE
"2501",5,5,5,5,FALSE
"2502",2,2,2,2,FALSE
