"","recording","startSeconds","endSeconds","cvai_1_targetChildProminence","eoce_1_targetChildProminence","jkwa_1_targetChildProminence","jvfs_1_targetChildProminence","lant_2_targetChildProminence","lskw_1_targetChildProminence","mrkf_1_targetChildProminence","pdav_1_targetChildProminence","pwwr_1_targetChildProminence","qoth_2_targetChildProminence","szch_2_targetChildProminence","vgvn_1_targetChildProminence","xgju_1_targetChildProminence","yzxn_1_targetChildProminence","modal_prominence","clean"
"1221","0437_010603_scrubbed.wav",27750.54,27751.14,2,2,2,2,2,2,2,3,2,2,1,2,1,2,2,FALSE
"1222","0437_010603_scrubbed.wav",27755.93,27757.79,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,FALSE
"1223","0437_010603_scrubbed.wav",27760.14,27760.99,2,2,2,2,2,2,2,3,2,2,1,2,1,2,2,FALSE
"1224","0437_010603_scrubbed.wav",27763.82,27765.19,2,1,2,1,2,2,2,2,2,2,1,1,1,2,2,FALSE
"1225","0437_010603_scrubbed.wav",27767.89,27768.88,2,2,2,2,2,2,2,3,2,2,1,2,1,2,2,FALSE
"1226","0437_010603_scrubbed.wav",27772.58,27774.91,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,FALSE
"1227","0437_010603_scrubbed.wav",27775.91,27776.88,2,2,2,2,2,2,1,3,2,2,1,2,1,2,2,FALSE
"1228","0437_010603_scrubbed.wav",27778.9,27780.16,2,2,2,1,2,2,1,2,2,2,1,1,1,2,2,FALSE
"1229","0437_010603_scrubbed.wav",27780.97,27783.6,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,FALSE
"1230","0437_010603_scrubbed.wav",27788.76,27789.37,2,2,2,2,2,2,1,3,2,2,1,1,1,2,2,FALSE
"1231","0437_010603_scrubbed.wav",27790.2,27792.25,2,3,3,3,3,3,4,3,2,2,3,3,1,2,3,FALSE
"1232","0437_010603_scrubbed.wav",27798.69,27800.93,2,2,2,2,4,2,2,3,2,2,1,5,1,2,2,FALSE
"1233","0437_010603_scrubbed.wav",27802.28,27802.88,2,2,3,3,3,3,3,2,2,2,3,3,1,3,3,FALSE
"1234","0437_010603_scrubbed.wav",27807.04,27808.1,2,2,2,2,2,2,2,3,2,2,1,2,1,1,2,FALSE
"1235","0437_010603_scrubbed.wav",27811.05,27812.72,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,FALSE
"1236","0437_010603_scrubbed.wav",27817.21,27818.25,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,FALSE
"1237","0437_010603_scrubbed.wav",27823.26,27824.03,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,FALSE
"1238","0437_010603_scrubbed.wav",27824.03,27825.03,2,2,2,1,2,2,2,3,2,2,1,1,1,2,2,FALSE
"1239","0437_010603_scrubbed.wav",27825.03,27826.22,1,2,2,1,2,2,2,3,2,2,1,1,1,1,2,FALSE
"1240","0437_010603_scrubbed.wav",27826.22,27828.02,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,FALSE
"1241","0437_010603_scrubbed.wav",27828.02,27830.11,2,2,2,1,2,1,2,2,2,2,1,1,1,1,2,FALSE
"1242","0437_010603_scrubbed.wav",27830.91,27831.97,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,FALSE
"1243","0437_010603_scrubbed.wav",27831.97,27834.13,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,FALSE
"1244","0437_010603_scrubbed.wav",27837.48,27838.08,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,FALSE
"1245","0437_010603_scrubbed.wav",27868.69,27869.3,2,1,3,1,2,2,2,2,2,2,1,1,1,1,2,FALSE
"1246","0437_010603_scrubbed.wav",27870.56,27871.58,2,2,3,1,2,2,2,3,3,2,1,2,1,2,2,FALSE
"1247","0437_010603_scrubbed.wav",27874.92,27875.79,2,2,2,2,2,2,2,3,2,2,1,2,1,2,2,FALSE
"1248","0437_010603_scrubbed.wav",27886.89,27887.49,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,FALSE
"1249","0437_010603_scrubbed.wav",27908.9,27909.72,1,2,2,2,2,2,2,3,2,2,2,1,1,2,2,FALSE
"1250","0437_010603_scrubbed.wav",27912.91,27914.24,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,FALSE
"1251","0437_010603_scrubbed.wav",27933.76,27934.45,2,2,4,3,3,2,2,3,2,2,2,2,1,2,2,FALSE
"1252","0437_010603_scrubbed.wav",27934.45,27935.45,2,3,4,3,3,2,3,2,2,2,2,2,1,2,2,FALSE
"1253","0437_010603_scrubbed.wav",27936.25,27936.85,2,2,2,1,2,2,3,2,2,2,1,1,1,1,2,FALSE
"1254","0437_010603_scrubbed.wav",27937.65,27938.28,2,2,2,1,2,2,3,2,1,2,1,1,1,1,2,FALSE
"1255","0437_010603_scrubbed.wav",27939.09,27940.81,2,1,2,1,2,2,3,2,2,2,1,1,1,1,2,FALSE
"1256","0437_010603_scrubbed.wav",27964.72,27965.32,2,2,3,2,3,2,3,3,2,2,2,2,1,2,2,FALSE
"1257","0437_010603_scrubbed.wav",27966.16,27967.27,2,2,2,1,2,2,3,2,2,2,1,1,1,1,2,FALSE
"1258","0437_010603_scrubbed.wav",27967.27,27968.07,2,1,2,2,2,2,2,3,2,2,1,1,1,2,2,FALSE
"1259","0437_010603_scrubbed.wav",27968.07,27970.66,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,FALSE
"1260","0437_010603_scrubbed.wav",27971.46,27972.95,2,2,3,3,2,2,2,2,2,2,2,1,1,1,2,FALSE
"1261","0437_010603_scrubbed.wav",27976.83,27977.95,2,2,3,3,3,2,2,2,4,2,2,1,1,2,2,FALSE
"1262","0437_010603_scrubbed.wav",27986.76,27987.37,2,2,2,2,3,2,2,3,2,2,2,2,1,2,2,FALSE
"1263","0437_010603_scrubbed.wav",27988.32,27988.92,2,2,4,3,3,2,2,2,2,2,2,2,1,3,2,FALSE
"1264","0437_010603_scrubbed.wav",27989.94,27990.78,2,2,3,2,3,2,2,3,2,2,2,2,1,2,2,FALSE
"1265","0437_010603_scrubbed.wav",27992.98,27993.58,2,5,4,2,3,2,3,3,2,2,2,2,1,2,2,FALSE
"1266","0437_010603_scrubbed.wav",28019.38,28020.38,2,2,3,3,2,2,3,3,2,2,2,2,1,2,2,FALSE
"1267","0437_010603_scrubbed.wav",28025.11,28026.12,4,5,5,5,5,5,3,3,5,2,5,5,1,5,5,FALSE
"1268","0437_010603_scrubbed.wav",28027.84,28028.44,2,1,2,1,2,2,2,2,2,2,1,1,1,1,2,FALSE
"1269","0437_010603_scrubbed.wav",28030.92,28031.81,2,2,3,4,2,4,2,2,2,2,1,1,1,2,2,FALSE
"1270","0437_010603_scrubbed.wav",28033.64,28035.41,2,1,2,1,2,2,1,2,2,2,1,1,1,1,2,FALSE
"1271","0437_010603_scrubbed.wav",28036.21,28037.4,2,1,2,2,2,2,1,3,2,2,1,1,1,1,2,FALSE
"1272","0437_010603_scrubbed.wav",28041,28042.2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,FALSE
"1273","0437_010603_scrubbed.wav",28043.93,28045.19,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"1274","0437_010603_scrubbed.wav",28054.4,28055.05,2,1,2,1,2,2,1,3,2,2,1,1,1,1,1,TRUE
"1275","0437_010603_scrubbed.wav",28057.29,28057.89,2,2,2,2,2,2,1,3,2,2,1,2,1,2,2,FALSE
"1276","0437_010603_scrubbed.wav",28058.71,28059.31,2,2,2,2,2,2,1,3,2,2,1,2,1,2,2,FALSE
"1277","0437_010603_scrubbed.wav",28061.29,28061.91,2,1,2,1,2,2,1,2,2,2,1,1,1,2,2,FALSE
"1278","0437_010603_scrubbed.wav",28066.3,28066.91,2,2,2,2,2,2,1,3,2,2,2,2,1,2,2,FALSE
"1279","0437_010603_scrubbed.wav",28079.28,28080.12,2,1,2,2,2,2,1,3,2,2,1,2,1,2,2,FALSE
"1280","0437_010603_scrubbed.wav",28087.38,28088.52,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,FALSE
"1281","0437_010603_scrubbed.wav",28100.53,28101.3,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,FALSE
"1282","0437_010603_scrubbed.wav",28114.37,28114.98,2,5,5,5,5,5,4,2,5,2,5,5,1,5,5,FALSE
"1283","0437_010603_scrubbed.wav",28124.13,28126.86,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,FALSE
"1284","0437_010603_scrubbed.wav",28129.75,28137.43,3,3,3,3,3,2,4,2,3,3,2,2,1,3,3,FALSE
"1285","0437_010603_scrubbed.wav",28137.43,28138.66,2,2,3,3,3,2,4,3,2,2,2,2,1,2,2,FALSE
"1286","0437_010603_scrubbed.wav",28139.51,28140.51,4,5,5,5,5,2,5,2,5,2,5,5,1,5,5,FALSE
"1287","0437_010603_scrubbed.wav",28141.32,28141.98,2,2,2,1,2,2,1,3,2,2,1,1,1,2,2,FALSE
"1288","0437_010603_scrubbed.wav",28141.98,28143.2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,FALSE
"1289","0437_010603_scrubbed.wav",28144.01,28145.57,2,1,2,1,2,2,1,4,2,2,1,1,1,1,1,TRUE
"1290","0437_010603_scrubbed.wav",28146.58,28147.26,2,1,2,1,2,2,1,4,2,2,1,2,1,1,2,FALSE
"1291","0437_010603_scrubbed.wav",28149.13,28151.68,2,2,1,2,2,2,1,4,2,2,2,1,1,2,2,FALSE
"1292","0437_010603_scrubbed.wav",28151.68,28152.48,2,2,2,2,2,2,1,2,3,2,2,1,1,2,2,FALSE
"1293","0437_010603_scrubbed.wav",28152.48,28153.65,2,2,1,1,2,2,1,3,2,2,1,1,1,1,1,TRUE
"1294","0437_010603_scrubbed.wav",28153.65,28154.92,2,1,2,2,2,2,1,3,2,2,2,2,1,2,2,FALSE
"1295","0437_010603_scrubbed.wav",28157.07,28157.73,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,FALSE
"1296","0437_010603_scrubbed.wav",28158.76,28159.36,2,2,2,4,3,2,1,3,2,2,2,2,1,2,2,FALSE
"1297","0437_010603_scrubbed.wav",28159.36,28160.36,4,5,5,5,5,5,5,3,5,2,5,5,1,5,5,FALSE
"1298","0437_010603_scrubbed.wav",28161.9,28162.82,4,5,5,5,5,5,5,3,5,2,5,5,1,5,5,FALSE
"1299","0437_010603_scrubbed.wav",28168.82,28169.43,3,3,2,2,3,2,4,2,2,2,2,2,1,2,2,FALSE
"1300","0437_010603_scrubbed.wav",28175.25,28181.94,2,2,3,3,3,2,4,2,2,2,2,3,1,3,2,FALSE
"1301","0437_010603_scrubbed.wav",28181.94,28182.74,2,3,2,3,3,2,3,2,3,2,2,3,1,3,2,FALSE
"1302","0437_010603_scrubbed.wav",28182.74,28183.71,2,2,2,2,2,2,3,4,2,2,2,3,1,2,2,FALSE
"1303","0437_010603_scrubbed.wav",28183.71,28184.71,2,2,3,2,3,2,3,4,2,2,2,3,1,2,2,FALSE
"1304","0437_010603_scrubbed.wav",28184.71,28185.63,2,2,3,2,3,2,3,3,3,2,2,3,1,2,2,FALSE
"1305","0437_010603_scrubbed.wav",28186.45,28187.36,2,1,2,2,2,2,3,4,2,2,1,2,1,2,2,FALSE
"1306","0437_010603_scrubbed.wav",28191.42,28192.5,2,2,2,2,2,2,2,4,2,2,2,2,1,2,2,FALSE
"1307","0437_010603_scrubbed.wav",28192.5,28193.5,3,2,4,3,4,2,2,3,3,2,3,3,1,4,3,FALSE
"1308","0437_010603_scrubbed.wav",28194.31,28204.7,1,1,2,2,2,2,2,4,2,2,1,2,1,1,2,FALSE
"1309","0437_010603_scrubbed.wav",28204.7,28205.8,2,2,2,2,2,2,2,3,2,2,1,2,1,2,2,FALSE
"1310","0437_010603_scrubbed.wav",28205.8,28207.08,3,3,3,3,3,2,3,5,2,2,2,2,1,3,3,FALSE
"1311","0437_010603_scrubbed.wav",28210.04,28210.64,2,2,3,2,2,2,3,4,2,2,1,2,1,1,2,FALSE
"1312","0437_010603_scrubbed.wav",28238.96,28239.73,2,1,2,2,2,2,2,3,2,2,1,2,1,1,2,FALSE
"1313","0437_010603_scrubbed.wav",28251.67,28255.17,2,1,2,2,2,2,2,4,2,2,1,2,1,2,2,FALSE
"1314","0437_010603_scrubbed.wav",28284,28284.6,2,2,2,2,2,2,2,3,2,2,1,2,1,1,2,FALSE
"1315","0437_010603_scrubbed.wav",28318.4,28319,2,2,1,2,2,2,2,3,2,2,1,2,1,1,2,FALSE
"1316","0437_010603_scrubbed.wav",28327.38,28328.08,2,2,2,2,2,2,2,4,2,2,1,2,1,1,2,FALSE
"1317","0437_010603_scrubbed.wav",28346.91,28347.52,2,2,2,3,3,2,1,3,2,2,2,2,1,2,2,FALSE
"1318","0437_010603_scrubbed.wav",28360.32,28361.33,2,3,3,3,3,2,3,3,4,3,3,3,1,3,3,FALSE
"1319","0437_010603_scrubbed.wav",28364.1,28364.7,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,FALSE
"1320","0437_010603_scrubbed.wav",28393.33,28394.02,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,FALSE
"1321","0437_010603_scrubbed.wav",28398.58,28399.36,2,2,2,2,2,2,2,3,2,2,1,2,1,1,2,FALSE
"1322","0437_010603_scrubbed.wav",28413.02,28414.47,2,2,2,3,2,2,2,4,2,2,2,2,1,2,2,FALSE
"1323","0437_010603_scrubbed.wav",28414.47,28415.48,2,2,2,3,2,2,3,4,2,2,1,2,1,2,2,FALSE
"1324","0437_010603_scrubbed.wav",28416.28,28417.22,2,2,2,2,2,2,3,3,2,2,2,2,1,2,2,FALSE
"1325","0437_010603_scrubbed.wav",28427.66,28428.32,2,2,2,3,2,2,3,4,2,2,2,2,1,2,2,FALSE
"1326","0437_010603_scrubbed.wav",28436.51,28437.11,2,3,2,4,4,5,2,3,3,2,2,3,1,5,2,FALSE
"1327","0437_010603_scrubbed.wav",28464.84,28465.62,2,2,2,3,2,2,2,3,2,2,2,2,1,2,2,FALSE
"1328","0437_010603_scrubbed.wav",28568.05,28569.05,2,2,2,3,2,2,2,3,2,2,2,2,1,2,2,FALSE
"1329","0437_010603_scrubbed.wav",28626.66,28627.26,2,2,2,2,2,2,2,3,2,2,2,3,1,2,2,FALSE
"1330","0437_010603_scrubbed.wav",28641.03,28641.67,2,2,2,3,2,2,2,3,2,2,1,2,1,2,2,FALSE
"1331","0437_010603_scrubbed.wav",28642.48,28643.08,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,FALSE
"1332","0437_010603_scrubbed.wav",28646.31,28646.93,2,2,2,2,3,2,2,3,3,2,2,2,1,2,2,FALSE
"1333","0437_010603_scrubbed.wav",28651.85,28652.47,2,2,2,3,3,3,2,3,2,2,2,2,1,2,2,FALSE
"1334","0437_010603_scrubbed.wav",28657.42,28658.02,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,FALSE
"1335","0437_010603_scrubbed.wav",28661.63,28662.23,2,3,2,2,2,2,2,1,2,2,1,2,1,2,2,FALSE
"1336","0437_010603_scrubbed.wav",28663.33,28664.64,2,2,2,2,3,2,1,2,2,2,2,2,1,2,2,FALSE
"1337","0437_010603_scrubbed.wav",28708.65,28709.32,2,3,2,3,2,2,1,3,2,2,1,2,1,2,2,FALSE
"1338","0437_010603_scrubbed.wav",28717.67,28718.27,2,2,1,2,2,2,1,3,2,2,1,2,1,1,2,FALSE
"1339","0437_010603_scrubbed.wav",28720.7,28721.3,2,2,2,3,3,2,2,3,3,2,2,3,1,2,2,FALSE
"1340","0437_010603_scrubbed.wav",28768.75,28769.69,2,2,2,3,2,2,2,2,2,2,1,2,1,2,2,FALSE
"1341","0437_010603_scrubbed.wav",28803.7,28804.3,2,2,3,2,3,4,2,3,2,2,2,2,1,2,2,FALSE
"1342","0437_010603_scrubbed.wav",28850.54,28851.16,2,2,2,2,2,2,2,3,2,2,1,2,1,2,2,FALSE
"1343","0437_010603_scrubbed.wav",28857.58,28858.19,2,2,2,4,2,2,2,3,2,2,2,2,1,2,2,FALSE
"1344","0437_010603_scrubbed.wav",28858.99,28859.59,2,2,2,2,2,2,2,3,2,2,1,2,1,2,2,FALSE
"1345","0437_010603_scrubbed.wav",28863.22,28864.15,2,2,2,2,2,2,1,3,2,2,1,2,1,2,2,FALSE
"1346","0437_010603_scrubbed.wav",28865.12,28865.83,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,FALSE
"1347","0437_010603_scrubbed.wav",28870.51,28872.08,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"1348","0437_010603_scrubbed.wav",28874.8,28875.4,2,1,2,3,2,2,1,2,2,2,1,2,1,2,2,FALSE
"1349","0437_010603_scrubbed.wav",28883.05,28883.68,2,2,2,2,3,2,1,3,2,2,1,2,1,2,2,FALSE
"1350","0437_010603_scrubbed.wav",28884.53,28885.13,2,2,2,2,2,2,1,3,2,2,1,2,1,2,2,FALSE
"1351","0437_010603_scrubbed.wav",28885.94,28886.54,2,2,2,2,2,2,1,3,2,2,1,2,1,1,2,FALSE
"1352","0437_010603_scrubbed.wav",28887.58,28888.18,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"1353","0437_010603_scrubbed.wav",28889,28890.23,2,1,2,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"1354","0437_010603_scrubbed.wav",28891.03,28891.63,2,1,2,2,2,2,1,3,2,2,1,1,1,1,2,FALSE
"1355","0437_010603_scrubbed.wav",28892.43,28893.03,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,FALSE
"1356","0437_010603_scrubbed.wav",28893.03,28893.83,2,2,2,2,2,2,1,3,2,2,1,2,1,2,2,FALSE
"1357","0437_010603_scrubbed.wav",28899.28,28900.46,2,2,2,2,2,2,1,3,2,2,2,2,1,2,2,FALSE
"1358","0437_010603_scrubbed.wav",28901.26,28902.61,2,2,2,2,2,2,2,3,2,2,1,2,1,1,2,FALSE
"1359","0437_010603_scrubbed.wav",28904.21,28905.02,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,FALSE
"1360","0437_010603_scrubbed.wav",28905.83,28906.75,2,2,2,3,2,2,2,2,3,2,2,2,1,2,2,FALSE
"1361","0437_010603_scrubbed.wav",28907.74,28908.34,2,2,2,4,3,3,2,3,2,2,2,2,1,2,2,FALSE
"1362","0437_010603_scrubbed.wav",28909.14,28910.87,1,2,2,3,2,2,2,3,2,2,1,2,1,2,2,FALSE
"1363","0437_010603_scrubbed.wav",28914.13,28915.66,2,2,3,2,3,2,3,2,2,2,2,2,1,2,2,FALSE
"1364","0437_010603_scrubbed.wav",28916.46,28917.19,2,2,2,2,2,2,3,3,2,2,2,2,1,2,2,FALSE
"1365","0437_010603_scrubbed.wav",28923.78,28924.99,2,2,2,2,2,2,3,3,2,2,2,2,1,2,2,FALSE
"1366","0437_010603_scrubbed.wav",28935.34,28935.95,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,FALSE
"1367","0437_010603_scrubbed.wav",28936.75,28937.55,1,2,2,1,2,2,2,3,2,2,1,1,1,1,2,FALSE
"1368","0437_010603_scrubbed.wav",28940.42,28941.1,1,2,2,3,2,2,2,2,2,2,1,2,1,2,2,FALSE
"1369","0437_010603_scrubbed.wav",28941.1,28942.1,2,2,2,2,2,2,2,3,2,2,1,2,1,2,2,FALSE
"1370","0437_010603_scrubbed.wav",28951.2,28951.8,1,2,2,1,2,2,2,3,2,2,1,2,1,2,2,FALSE
"1371","0437_010603_scrubbed.wav",28961.71,28962.31,1,1,2,1,2,2,2,3,2,2,1,2,1,1,2,FALSE
"1372","0437_010603_scrubbed.wav",28967.14,28967.76,2,1,2,2,2,2,2,3,2,2,1,2,1,2,2,FALSE
"1373","0437_010603_scrubbed.wav",28971.43,28972.3,2,1,2,2,2,2,2,3,2,2,1,2,1,2,2,FALSE
"1374","0437_010603_scrubbed.wav",28973.14,28973.74,2,1,2,3,2,2,2,2,2,2,2,2,1,2,2,FALSE
"1375","0437_010603_scrubbed.wav",28980.75,28981.51,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,FALSE
"1376","0437_010603_scrubbed.wav",28988.27,28989.68,2,2,3,3,2,2,3,3,2,2,2,2,1,2,2,FALSE
"1377","0437_010603_scrubbed.wav",28990.53,28991.6,2,2,3,2,2,2,3,2,3,2,2,2,1,2,2,FALSE
"1378","0437_010603_scrubbed.wav",28992.68,28993.66,2,2,2,1,2,2,3,3,3,2,1,1,1,2,2,FALSE
"1379","0437_010603_scrubbed.wav",28995.92,28996.83,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,FALSE
"1380","0437_010603_scrubbed.wav",28997.92,28998.52,2,2,2,5,4,3,3,3,2,2,2,2,1,2,2,FALSE
"1381","0437_010603_scrubbed.wav",28999.5,29002.75,2,2,2,3,2,2,3,3,2,2,1,2,1,2,2,FALSE
"1382","0437_010603_scrubbed.wav",29003.62,29005.46,2,2,3,3,2,2,3,2,2,2,2,2,1,2,2,FALSE
"1383","0437_010603_scrubbed.wav",29006.32,29008.55,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,FALSE
"1384","0437_010603_scrubbed.wav",29013.43,29014.03,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,FALSE
"1385","0437_010603_scrubbed.wav",29014.95,29015.8,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,FALSE
"1386","0437_010603_scrubbed.wav",29036.82,29037.58,3,1,2,2,2,2,2,2,2,2,1,2,1,1,2,FALSE
"1387","0437_010603_scrubbed.wav",29079.48,29081.57,2,1,2,2,2,2,2,3,2,2,2,2,1,2,2,FALSE
"1388","0437_010603_scrubbed.wav",29082.7,29084.13,2,2,2,3,3,2,2,2,2,2,2,2,1,2,2,FALSE
"1389","0437_010603_scrubbed.wav",29093.93,29094.54,2,1,2,2,2,2,3,3,2,2,1,2,1,1,2,FALSE
"1390","0437_010603_scrubbed.wav",29095.87,29096.77,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,FALSE
"1391","0437_010603_scrubbed.wav",29101.39,29102.82,2,2,2,2,3,2,3,2,2,2,2,2,1,2,2,FALSE
"1392","0437_010603_scrubbed.wav",29103.62,29104.24,2,1,2,2,2,2,3,3,1,2,2,2,1,2,2,FALSE
"1393","0437_010603_scrubbed.wav",29109.61,29110.35,2,1,2,2,2,2,3,2,2,2,2,2,1,2,2,FALSE
"1394","0437_010603_scrubbed.wav",29132.93,29134.4,2,1,2,2,2,2,3,2,1,2,2,2,1,2,2,FALSE
"1395","0437_010603_scrubbed.wav",29168.49,29169.7,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,FALSE
"1396","0437_010603_scrubbed.wav",29173.64,29174.24,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,FALSE
"1397","0437_010603_scrubbed.wav",29181.34,29181.94,2,2,2,3,2,2,2,3,2,2,2,2,1,2,2,FALSE
"1398","0437_010603_scrubbed.wav",29190.52,29191.12,2,2,2,2,2,2,2,3,2,2,1,2,1,2,2,FALSE
"1399","0437_010603_scrubbed.wav",29193.32,29193.92,2,2,2,3,3,2,2,3,2,2,2,2,1,2,2,FALSE
"1400","0437_010603_scrubbed.wav",29193.92,29194.92,2,2,2,3,3,2,2,2,2,2,2,3,1,2,2,FALSE
"1401","0437_010603_scrubbed.wav",29219.7,29220.63,2,2,2,3,2,2,2,3,2,2,2,2,1,2,2,FALSE
"1402","0437_010603_scrubbed.wav",29222.53,29223.13,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,FALSE
"1403","0437_010603_scrubbed.wav",29225.69,29227.47,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,FALSE
"1404","0437_010603_scrubbed.wav",29227.47,29228.52,2,2,3,2,2,2,2,3,2,2,2,2,1,2,2,FALSE
"1405","0437_010603_scrubbed.wav",29231.84,29234.2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,FALSE
"1406","0437_010603_scrubbed.wav",29248.61,29249.21,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,FALSE
"1407","0437_010603_scrubbed.wav",29250.51,29251.11,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,FALSE
"1408","0437_010603_scrubbed.wav",29251.91,29253.51,1,1,2,1,2,2,2,2,2,2,1,1,1,2,2,FALSE
"1409","0437_010603_scrubbed.wav",29254.31,29255.09,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,TRUE
"1410","0437_010603_scrubbed.wav",29256.29,29257.05,1,1,2,1,2,2,2,2,2,2,1,1,1,1,2,FALSE
"1411","0437_010603_scrubbed.wav",29258.81,29259.72,1,1,2,1,2,2,2,2,2,2,1,1,1,1,2,FALSE
"1412","0437_010603_scrubbed.wav",29261.05,29261.75,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,FALSE
"1413","0437_010603_scrubbed.wav",29262.59,29263.22,2,1,1,1,2,2,2,2,2,2,1,1,1,1,2,FALSE
"1414","0437_010603_scrubbed.wav",29264.09,29264.89,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,FALSE
"1415","0437_010603_scrubbed.wav",29267.32,29267.92,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,FALSE
"1416","0437_010603_scrubbed.wav",29272.36,29273.06,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,FALSE
"1417","0437_010603_scrubbed.wav",29281.16,29282.78,1,1,2,1,2,2,1,3,1,2,1,1,1,1,1,TRUE
"1418","0437_010603_scrubbed.wav",29284.34,29285.12,1,1,2,1,2,2,1,3,1,2,1,1,1,1,1,TRUE
"1419","0437_010603_scrubbed.wav",29288.85,29289.85,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,FALSE
"1420","0437_010603_scrubbed.wav",29298.65,29299.3,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,TRUE
"1421","0437_010603_scrubbed.wav",29300.1,29300.7,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,FALSE
"1422","0437_010603_scrubbed.wav",29308.95,29310.92,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1423","0437_010603_scrubbed.wav",29311.75,29314.19,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"1424","0437_010603_scrubbed.wav",29314.19,29314.99,1,1,2,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"1425","0437_010603_scrubbed.wav",29317.57,29319.21,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,FALSE
"1426","0437_010603_scrubbed.wav",29320.01,29320.61,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,FALSE
"1427","0437_010603_scrubbed.wav",29331.58,29332.18,1,1,2,2,3,2,1,1,2,2,1,2,1,2,2,FALSE
"1428","0437_010603_scrubbed.wav",29333.19,29333.79,2,1,2,2,2,2,1,1,2,2,1,2,1,1,2,FALSE
"1429","0437_010603_scrubbed.wav",29336.82,29337.55,2,1,2,2,2,2,1,1,2,2,1,2,1,1,2,FALSE
"1430","0437_010603_scrubbed.wav",29339.56,29346.24,1,1,2,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"1431","0437_010603_scrubbed.wav",29347.43,29348.03,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,FALSE
"1432","0437_010603_scrubbed.wav",29363.33,29364.94,1,1,1,1,2,2,1,3,2,2,1,1,1,1,1,TRUE
"1433","0437_010603_scrubbed.wav",29367.35,29372.77,2,1,1,1,2,2,1,2,2,2,1,2,1,2,2,FALSE
"1434","0437_010603_scrubbed.wav",29374.52,29375.12,2,2,2,2,2,2,1,3,2,2,1,2,1,1,2,FALSE
"1435","0437_010603_scrubbed.wav",29376.82,29377.59,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
