"","recording","startSeconds","endSeconds","cvai_1_targetChildProminence","eoce_1_targetChildProminence","jkwa_1_targetChildProminence","jvfs_2_targetChildProminence","lant_2_targetChildProminence","lskw_1_targetChildProminence","lyur_1_targetChildProminence","mrkf_1_targetChildProminence","pdav_1_targetChildProminence","pwwr_1_targetChildProminence","qoth_2_targetChildProminence","szch_2_targetChildProminence","vgvn_1_targetChildProminence","xgju_1_targetChildProminence","yzxn_2_targetChildProminence","ztcp_1_targetChildProminence","modal_prominence","clean"
"434","0344_000913.wav",33807.08,33807.69,3,1,2,1,2,2,2,1,2,3,2,1,2,1,1,2,3,FALSE
"435","0344_000913.wav",34127.54,34128.43,4,5,3,5,5,5,5,5,2,5,3,5,4,5,5,5,5,FALSE
"436","0344_000913.wav",34142.75,34143.95,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,3,FALSE
"437","0344_000913.wav",34148.11,34150.21,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,FALSE
"438","0344_000913.wav",34203.97,34204.75,2,2,2,2,3,2,2,1,4,2,2,2,3,1,2,2,3,FALSE
"439","0344_000913.wav",34231.24,34231.84,2,2,2,1,3,2,2,1,2,2,2,2,3,1,2,2,3,FALSE
"440","0344_000913.wav",34346.75,34347.37,2,2,2,1,2,2,2,1,3,2,2,1,2,1,2,3,3,FALSE
"441","0344_000913.wav",34368.47,34369.14,4,2,5,5,5,5,5,1,3,5,2,5,2,1,5,5,6,FALSE
"442","0344_000913.wav",34374.64,34377.11,4,2,5,5,5,5,5,1,2,5,5,5,2,5,5,5,5,FALSE
"443","0344_000913.wav",34378.26,34378.98,5,2,5,5,5,5,5,1,3,5,5,5,2,5,5,5,5,FALSE
"444","0344_000913.wav",34411.72,34412.46,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,3,FALSE
"445","0344_000913.wav",34413.26,34413.86,3,2,4,1,3,2,2,1,3,4,2,2,3,1,2,3,3,FALSE
"446","0344_000913.wav",34416.49,34419.58,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,FALSE
"447","0344_000913.wav",34422.81,34423.93,2,3,3,2,3,2,2,3,3,2,2,2,3,1,2,3,3,FALSE
"448","0344_000913.wav",34424.74,34425.34,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,3,FALSE
"449","0344_000913.wav",34426.15,34427.09,1,1,1,1,2,2,2,1,3,2,2,1,2,1,2,2,3,FALSE
"450","0344_000913.wav",34432.91,34433.51,2,2,4,2,4,2,3,2,2,3,2,2,3,1,4,4,3,FALSE
"451","0344_000913.wav",34447.83,34448.43,4,5,5,5,5,2,5,5,3,5,2,5,5,5,5,5,5,FALSE
"452","0344_000913.wav",34477.38,34477.98,4,1,3,1,3,2,1,1,3,5,2,1,1,1,2,4,2,FALSE
"453","0344_000913.wav",34478.78,34480.76,3,1,2,1,2,2,2,1,2,3,2,1,1,5,2,2,3,FALSE
"454","0344_000913.wav",34481.56,34483.61,2,2,2,1,2,2,2,1,3,2,2,1,1,1,2,2,3,FALSE
"455","0344_000913.wav",34486.33,34487.13,5,5,5,5,5,2,3,5,3,5,2,5,5,1,5,5,5,FALSE
"456","0344_000913.wav",34487.13,34488,5,5,5,5,5,5,5,5,3,5,2,5,5,5,5,5,4,FALSE
"457","0344_000913.wav",34490.01,34490.88,3,3,2,2,3,2,2,1,2,3,2,2,2,1,2,2,3,FALSE
"458","0344_000913.wav",34492.59,34495.58,2,3,3,2,3,2,2,1,3,2,2,2,2,1,2,3,3,FALSE
"459","0344_000913.wav",34496.38,34497.01,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,3,FALSE
"460","0344_000913.wav",34525.24,34526.8,2,2,2,1,2,2,2,1,3,2,2,1,2,1,2,2,3,FALSE
"461","0344_000913.wav",34544.48,34545.52,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,2,3,FALSE
"462","0344_000913.wav",34558.02,34559.23,2,2,2,1,2,2,2,1,3,2,2,1,2,1,2,2,3,FALSE
"463","0344_000913.wav",34560.43,34561.55,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,3,FALSE
"464","0344_000913.wav",34572,34572.8,3,3,4,2,3,2,3,2,3,2,2,2,2,1,2,2,3,FALSE
"465","0344_000913.wav",34584.62,34586.87,2,4,3,2,3,2,3,2,3,2,2,2,3,1,2,2,3,FALSE
"466","0344_000913.wav",34688.04,34689.47,4,5,5,5,5,2,4,5,4,2,2,2,5,1,5,5,5,FALSE
"467","0344_000913.wav",34697.03,34697.63,5,5,5,5,5,5,5,5,4,4,2,5,5,5,5,5,4,FALSE
"468","0344_000913.wav",34708.65,34709.44,2,5,2,2,2,2,2,1,3,2,2,2,2,1,2,2,3,FALSE
"469","0344_000913.wav",34712.8,34713.6,5,5,3,5,5,5,5,5,2,4,5,5,5,1,5,5,6,FALSE
"470","0344_000913.wav",34854.56,34857.94,5,4,4,4,4,3,4,5,2,5,5,4,4,5,4,5,4,FALSE
"471","0344_000913.wav",34878.12,34878.72,3,1,2,1,1,2,2,1,3,2,2,1,1,1,1,1,2,FALSE
"472","0344_000913.wav",34879.98,34886.68,3,1,2,1,2,2,1,1,3,2,2,1,1,1,1,1,2,FALSE
"473","0344_000913.wav",34894.62,34895.74,2,2,2,1,2,2,1,1,2,2,2,1,1,1,2,2,3,FALSE
"474","0344_000913.wav",35209.33,35209.93,3,5,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,FALSE
"475","0344_000913.wav",36146.26,36146.87,3,4,5,5,4,5,4,4,2,4,4,4,3,3,4,4,4,FALSE
"476","0344_000913.wav",36148.39,36149.08,3,5,5,5,5,5,5,5,3,4,5,5,5,3,5,5,5,FALSE
"477","0344_000913.wav",36160.56,36161.38,4,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,4,FALSE
"478","0344_000913.wav",36161.38,36162.11,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,FALSE
"479","0344_000913.wav",36180.26,36180.99,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,FALSE
"480","0344_000913.wav",36184.22,36184.83,5,5,5,5,5,5,5,5,2,5,5,5,1,5,5,5,4,FALSE
"481","0344_000913.wav",36184.83,36185.86,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,FALSE
"482","0344_000913.wav",36199.43,36200.08,2,2,3,2,2,5,3,2,3,2,2,2,2,1,5,2,3,FALSE
"483","0344_000913.wav",36200.08,36200.9,2,2,3,2,2,2,2,2,3,2,2,2,2,1,5,2,3,FALSE
"484","0344_000913.wav",36200.9,36202.41,3,2,3,2,3,2,3,2,3,2,2,2,3,1,5,2,3,FALSE
"485","0344_000913.wav",36225.83,36226.46,5,5,5,5,5,3,5,5,3,5,5,5,5,5,5,5,4,FALSE
"486","0344_000913.wav",36227.43,36228.08,5,4,3,3,3,2,4,4,3,3,2,2,3,2,5,4,3,FALSE
"487","0344_000913.wav",36232.21,36232.87,4,4,4,3,3,3,4,3,4,3,2,3,3,1,5,4,4,FALSE
"488","0344_000913.wav",36234.94,36235.55,2,2,3,1,2,2,3,1,3,2,2,1,2,1,2,3,3,FALSE
"489","0344_000913.wav",36251.09,36251.7,2,5,3,5,5,5,5,5,3,5,2,5,5,2,5,5,4,FALSE
"490","0344_000913.wav",36259.39,36260.27,2,2,2,2,2,2,2,1,3,2,2,2,2,1,2,3,3,FALSE
"491","0344_000913.wav",36261.16,36262.09,2,2,2,2,2,2,2,2,4,2,2,2,2,1,2,3,3,FALSE
"492","0344_000913.wav",36275.45,36277.52,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,FALSE
"493","0344_000913.wav",36288.73,36289.33,3,4,3,3,3,2,3,4,3,3,2,2,3,1,2,4,4,FALSE
"494","0344_000913.wav",36290.13,36290.78,2,4,3,2,3,2,2,1,2,2,2,2,3,1,2,3,3,FALSE
"495","0344_000913.wav",36308.88,36309.84,5,5,5,5,5,5,5,5,2,5,2,5,5,5,5,5,3,FALSE
"496","0344_000913.wav",36336.4,36337,2,2,3,3,3,3,3,1,2,3,3,2,3,1,3,3,4,FALSE
"497","0344_000913.wav",36423.04,36423.71,2,2,2,2,2,2,2,2,4,2,2,2,2,1,2,2,3,FALSE
"498","0344_000913.wav",36424.51,36425.11,2,2,3,2,2,2,2,2,3,2,2,2,2,1,2,2,3,FALSE
"499","0344_000913.wav",36507.68,36508.28,2,2,5,2,3,2,2,2,3,3,2,2,2,1,2,3,3,FALSE
"500","0344_000913.wav",36515.72,36516.32,2,2,3,2,2,2,2,2,4,3,2,2,2,1,2,3,3,FALSE
"501","0344_000913.wav",36524.04,36525.06,2,2,3,2,2,2,2,2,3,3,2,2,2,1,2,3,3,FALSE
"502","0344_000913.wav",36560.93,36562.13,2,3,3,2,3,2,2,3,4,2,2,2,3,1,3,3,3,FALSE
"503","0344_000913.wav",36563.62,36564.22,2,2,3,1,2,2,2,3,3,2,2,2,2,1,2,3,3,FALSE
"504","0344_000913.wav",36565.02,36565.63,2,1,2,1,2,2,1,1,2,2,2,1,1,1,2,3,3,FALSE
"505","0344_000913.wav",36569.3,36570.4,2,1,2,1,2,2,2,1,3,1,2,1,1,1,2,2,3,FALSE
"506","0344_000913.wav",36571.27,36572.15,2,2,2,2,2,2,2,1,4,1,2,1,1,1,2,2,3,FALSE
"507","0344_000913.wav",36578.14,36579.14,3,3,3,4,3,2,3,2,3,2,2,2,2,1,2,3,3,FALSE
"508","0344_000913.wav",36579.97,36580.6,2,2,2,1,2,2,2,1,3,2,2,1,2,1,2,2,3,FALSE
"509","0344_000913.wav",36581.7,36582.73,2,2,2,1,2,2,1,1,3,2,2,1,1,1,2,2,3,FALSE
"510","0344_000913.wav",36593.96,36594.56,3,2,2,1,2,2,2,1,3,2,2,1,1,1,2,2,3,FALSE
"511","0344_000913.wav",36595.99,36596.76,2,3,3,2,3,2,2,2,2,2,2,2,2,1,2,3,3,FALSE
"512","0344_000913.wav",36602.58,36603.28,2,3,3,3,3,2,3,2,3,2,2,2,2,1,2,3,3,FALSE
"513","0344_000913.wav",36604.19,36604.79,2,4,3,2,3,2,2,1,3,2,2,2,2,1,2,3,3,FALSE
"514","0344_000913.wav",36624.68,36625.28,2,3,3,1,2,2,2,1,4,2,2,2,2,1,2,2,3,FALSE
"515","0344_000913.wav",36626.6,36627.2,2,3,2,1,2,2,2,1,2,3,2,2,2,1,2,2,3,FALSE
"516","0344_000913.wav",36676.13,36676.77,2,2,2,1,2,2,1,1,2,2,2,1,1,1,1,2,3,FALSE
"517","0344_000913.wav",36679.26,36680.62,2,2,2,1,2,2,1,1,3,2,2,1,1,1,2,2,3,FALSE
"518","0344_000913.wav",36687.38,36688.65,2,2,2,1,2,2,1,1,3,2,2,1,1,1,2,1,3,FALSE
"519","0344_000913.wav",36701.61,36702.86,2,2,2,1,2,2,1,1,2,2,2,1,1,1,1,2,3,FALSE
"520","0344_000913.wav",36706.65,36707.39,2,1,2,1,2,2,2,1,3,2,2,1,1,1,2,2,3,FALSE
"521","0344_000913.wav",36712.82,36713.61,2,1,2,1,2,2,2,1,2,2,2,1,1,1,2,2,3,FALSE
"522","0344_000913.wav",36718.98,36719.58,2,2,3,1,2,2,2,1,3,3,2,1,2,1,2,2,3,FALSE
"523","0344_000913.wav",36720.38,36720.98,2,2,2,1,2,2,2,1,3,3,2,1,2,1,2,2,3,FALSE
"524","0344_000913.wav",36721.95,36723.71,3,2,2,1,2,2,2,1,2,3,2,1,2,1,2,2,3,FALSE
"525","0344_000913.wav",36726.99,36727.59,2,2,2,1,2,2,1,1,3,3,2,1,2,1,2,2,3,FALSE
"526","0344_000913.wav",36729.72,36730.68,2,2,2,2,2,2,2,1,2,3,2,1,2,1,2,2,3,FALSE
"527","0344_000913.wav",36732.06,36732.66,4,3,3,2,3,2,2,1,3,3,2,1,2,1,2,2,3,FALSE
"528","0344_000913.wav",36735.85,36736.51,2,3,3,2,2,2,2,1,2,2,2,1,2,1,2,2,3,FALSE
"529","0344_000913.wav",36738.01,36739.67,2,3,2,2,3,2,2,2,3,2,2,2,2,1,2,2,3,FALSE
"530","0344_000913.wav",36740.56,36742.4,2,3,3,2,2,2,2,1,2,2,2,2,2,1,2,2,3,FALSE
"531","0344_000913.wav",36743.86,36744.53,2,2,3,2,2,2,1,1,3,2,2,1,2,1,2,2,3,FALSE
"532","0344_000913.wav",36744.53,36745.88,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,3,FALSE
"533","0344_000913.wav",36750.59,36751.19,2,2,3,1,2,2,2,1,3,2,2,1,2,1,2,2,3,FALSE
"534","0344_000913.wav",36755.46,36756.07,2,2,3,2,2,2,2,1,2,2,2,1,2,1,2,2,3,FALSE
"535","0344_000913.wav",36759.11,36759.83,2,2,3,2,2,2,2,1,3,2,2,1,2,1,2,2,3,FALSE
"536","0344_000913.wav",36779.69,36780.74,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,3,FALSE
"537","0344_000913.wav",36918.9,36919.7,2,3,3,3,2,2,2,1,3,2,2,2,3,1,2,2,3,FALSE
"538","0344_000913.wav",36924.05,36925.32,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,1,3,FALSE
"539","0344_000913.wav",36961.41,36962.56,5,5,5,5,5,5,5,5,3,5,5,5,5,1,5,5,5,FALSE
"540","0344_000913.wav",36972.82,36973.42,5,5,5,5,5,5,5,5,2,5,5,5,5,1,5,5,4,FALSE
"541","0344_000913.wav",36987.18,36988.18,5,5,5,5,5,5,5,5,3,5,5,5,5,1,5,5,5,FALSE
