"","recording","startSeconds","endSeconds","blky_1_targetChildProminence","cvai_1_targetChildProminence","eoce_1_targetChildProminence","jkwa_1_targetChildProminence","jvfs_1_targetChildProminence","kfav_1_targetChildProminence","lant_2_targetChildProminence","lskw_1_targetChildProminence","mrkf_1_targetChildProminence","pdav_1_targetChildProminence","pwwr_1_targetChildProminence","qoth_2_targetChildProminence","szch_2_targetChildProminence","vgvn_1_targetChildProminence","xgju_1_targetChildProminence","yzxn_2_targetChildProminence","modal_prominence","clean"
"2153","0833_010606.wav",17048.91,17049.85,2,2,2,3,3,3,3,2,2,2,2,2,2,3,1,3,2,FALSE
"2154","0833_010606.wav",17056.27,17056.87,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,FALSE
"2155","0833_010606.wav",17057.73,17058.39,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,TRUE
"2156","0833_010606.wav",17059.23,17059.98,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,TRUE
"2157","0833_010606.wav",17064.12,17064.8,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,TRUE
"2158","0833_010606.wav",17066.15,17067.19,2,3,3,2,4,3,3,2,3,2,2,2,2,2,1,2,2,FALSE
"2159","0833_010606.wav",17072.84,17073.48,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,TRUE
"2160","0833_010606.wav",17080.23,17082.11,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2161","0833_010606.wav",17082.99,17083.64,1,1,2,1,2,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2162","0833_010606.wav",17094.72,17095.39,1,1,2,1,1,2,2,2,1,2,2,1,1,1,1,1,1,TRUE
"2163","0833_010606.wav",17097.46,17098.06,1,1,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,FALSE
"2164","0833_010606.wav",17116.96,17117.72,1,2,2,2,3,2,2,2,1,2,2,2,2,2,1,2,2,FALSE
"2165","0833_010606.wav",17118.52,17119.93,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,FALSE
"2166","0833_010606.wav",17120.86,17121.58,1,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,TRUE
"2167","0833_010606.wav",17127.73,17128.41,2,2,2,1,1,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2168","0833_010606.wav",17129.27,17129.87,2,1,2,1,2,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2169","0833_010606.wav",17137.84,17138.58,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,1,2,FALSE
"2170","0833_010606.wav",17140.52,17141.12,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,2,FALSE
"2171","0833_010606.wav",17152.19,17152.83,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"2172","0833_010606.wav",17154.05,17154.65,1,1,2,1,2,2,2,2,1,2,2,2,1,2,1,1,1,TRUE
"2173","0833_010606.wav",17157.45,17158.15,1,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,FALSE
"2174","0833_010606.wav",17160.4,17161.01,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,TRUE
"2175","0833_010606.wav",17161.93,17162.85,1,2,1,2,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2176","0833_010606.wav",17165.1,17165.7,1,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,2,FALSE
"2177","0833_010606.wav",17166.5,17167.26,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"2178","0833_010606.wav",17172.41,17173.11,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,2,FALSE
"2179","0833_010606.wav",17176.51,17177.56,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,FALSE
"2180","0833_010606.wav",17178.79,17179.48,1,2,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2181","0833_010606.wav",17185.61,17186.59,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"2182","0833_010606.wav",17197.22,17197.82,1,2,2,1,1,2,2,2,1,2,2,2,1,1,1,2,1,TRUE
"2183","0833_010606.wav",17199.04,17199.66,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,FALSE
"2184","0833_010606.wav",17200.63,17201.37,1,2,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2185","0833_010606.wav",17202.89,17204.06,1,2,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,TRUE
"2186","0833_010606.wav",17218.61,17219.35,1,2,1,2,3,3,2,2,1,2,2,2,1,1,1,2,1,TRUE
"2187","0833_010606.wav",17231.68,17232.5,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2188","0833_010606.wav",17248.09,17248.69,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"2189","0833_010606.wav",17254.33,17255.17,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,FALSE
"2190","0833_010606.wav",17260.98,17262.17,2,2,1,1,1,1,2,2,1,3,2,2,1,1,1,1,1,TRUE
"2191","0833_010606.wav",17268.45,17269.58,3,2,2,2,3,3,3,2,1,3,2,3,3,3,1,3,3,FALSE
"2192","0833_010606.wav",17272.93,17273.72,3,3,2,2,2,3,3,2,1,3,2,2,2,2,1,2,2,FALSE
"2193","0833_010606.wav",17284.74,17285.34,2,2,2,2,2,2,2,2,1,3,2,2,1,2,1,1,2,FALSE
"2194","0833_010606.wav",17289.88,17290.62,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2195","0833_010606.wav",17292.48,17293.09,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2196","0833_010606.wav",17296.57,17297.2,1,2,2,1,2,2,2,2,1,3,2,2,1,2,1,1,2,FALSE
"2197","0833_010606.wav",17303.19,17303.91,1,2,3,2,2,3,2,2,1,3,2,2,2,2,1,2,2,FALSE
"2198","0833_010606.wav",17304.78,17305.38,1,2,3,1,2,2,2,2,1,2,2,2,1,1,1,2,2,FALSE
"2199","0833_010606.wav",17308.43,17309.03,1,2,3,2,2,3,2,2,1,3,2,2,2,1,1,2,2,FALSE
"2200","0833_010606.wav",17310.82,17311.42,1,2,3,2,3,3,2,2,1,3,2,2,2,2,1,2,2,FALSE
"2201","0833_010606.wav",17316.27,17318.47,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,FALSE
"2202","0833_010606.wav",17340.18,17340.98,1,2,2,1,2,2,2,2,1,3,2,2,2,2,1,1,2,FALSE
"2203","0833_010606.wav",17350.75,17351.35,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2204","0833_010606.wav",17364.38,17364.98,1,2,2,2,2,2,2,2,1,3,2,2,1,2,1,1,2,FALSE
"2205","0833_010606.wav",17366.18,17366.9,1,2,1,1,1,2,2,2,1,3,2,2,1,2,1,1,1,TRUE
"2206","0833_010606.wav",17367.94,17369.04,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,FALSE
"2207","0833_010606.wav",17375.19,17377.41,3,2,2,2,2,3,3,2,1,2,2,2,2,2,1,2,2,FALSE
"2208","0833_010606.wav",17397.69,17398.29,3,2,3,2,3,3,3,2,2,3,2,2,2,3,1,3,3,FALSE
"2209","0833_010606.wav",17404.69,17405.38,2,2,2,1,1,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2210","0833_010606.wav",17411.9,17412.51,2,2,3,2,3,3,2,2,3,3,2,2,2,2,1,2,2,FALSE
"2211","0833_010606.wav",17417.88,17418.48,2,2,2,5,2,3,5,2,1,2,2,2,1,3,1,1,2,FALSE
"2212","0833_010606.wav",17421.76,17422.56,2,2,1,3,2,3,2,2,1,2,3,2,1,1,1,1,1,TRUE
"2213","0833_010606.wav",17423.36,17424.03,2,2,2,3,1,2,2,2,1,3,2,2,1,1,1,1,1,TRUE
"2214","0833_010606.wav",17424.85,17425.45,2,2,2,3,2,2,2,2,1,3,2,2,1,1,1,1,2,FALSE
"2215","0833_010606.wav",17426.51,17427.11,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,FALSE
"2216","0833_010606.wav",17441.47,17442.07,2,2,2,2,1,1,2,2,1,3,2,2,1,1,1,2,2,FALSE
"2217","0833_010606.wav",17444.05,17444.65,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,FALSE
"2218","0833_010606.wav",17445.45,17446.05,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,FALSE
"2219","0833_010606.wav",17449.82,17450.42,1,2,1,2,2,2,2,2,1,3,2,2,1,1,1,1,1,TRUE
"2220","0833_010606.wav",17455.96,17456.56,1,2,2,2,2,2,2,2,1,4,2,2,2,2,1,2,2,FALSE
"2221","0833_010606.wav",17457.37,17458.31,1,2,2,2,1,2,2,2,2,3,2,2,1,1,1,1,2,FALSE
"2222","0833_010606.wav",17462.55,17463.28,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,FALSE
"2223","0833_010606.wav",17464.9,17465.5,2,2,2,3,3,4,2,2,2,1,2,2,1,1,1,2,2,FALSE
"2224","0833_010606.wav",17484.95,17486.87,2,2,2,2,2,3,2,2,2,3,2,2,2,2,1,2,2,FALSE
"2225","0833_010606.wav",17510.96,17511.79,2,2,2,2,1,2,2,2,1,4,2,2,1,2,1,1,2,FALSE
"2226","0833_010606.wav",17515.55,17516.15,1,2,2,2,2,3,2,2,1,2,2,2,1,2,1,1,2,FALSE
"2227","0833_010606.wav",17517.69,17518.29,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,FALSE
"2228","0833_010606.wav",17526.43,17527.03,1,2,2,3,3,2,2,2,1,2,2,2,1,1,1,2,2,FALSE
"2229","0833_010606.wav",17542.73,17543.56,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,FALSE
"2230","0833_010606.wav",17544.4,17545,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,FALSE
"2231","0833_010606.wav",17546.94,17547.54,2,2,2,2,3,3,2,2,1,2,2,2,1,2,1,2,2,FALSE
"2232","0833_010606.wav",17551.51,17552.11,2,2,2,2,3,2,2,2,1,2,2,2,1,1,1,1,2,FALSE
"2233","0833_010606.wav",17557.5,17558.1,2,2,2,3,4,3,2,2,1,2,2,2,2,2,1,2,2,FALSE
"2234","0833_010606.wav",17559.28,17559.89,2,2,2,3,2,3,2,2,2,2,2,2,2,2,1,2,2,FALSE
"2235","0833_010606.wav",17565.53,17566.38,2,2,2,3,2,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"2236","0833_010606.wav",17567.18,17568.71,1,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,TRUE
"2237","0833_010606.wav",17574.62,17575.44,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,FALSE
"2238","0833_010606.wav",17577.2,17577.92,2,2,1,2,1,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"2239","0833_010606.wav",17577.92,17578.72,5,5,5,5,4,4,4,5,5,2,2,5,5,3,1,4,5,FALSE
"2240","0833_010606.wav",17591.68,17592.38,2,2,1,1,1,2,2,2,1,2,2,2,1,2,1,1,1,TRUE
"2241","0833_010606.wav",17594.24,17595.84,1,1,2,1,2,2,2,2,1,2,2,2,1,2,1,1,1,TRUE
"2242","0833_010606.wav",17597.74,17598.34,2,2,3,1,4,4,2,2,1,2,2,2,1,2,1,2,2,FALSE
"2243","0833_010606.wav",17599.98,17600.78,2,2,2,2,2,3,2,2,1,2,2,2,1,2,1,2,2,FALSE
"2244","0833_010606.wav",17601.87,17602.72,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,FALSE
"2245","0833_010606.wav",17610.44,17612.23,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"2246","0833_010606.wav",17627.39,17628,2,2,2,3,2,3,2,2,1,2,2,2,2,2,1,1,2,FALSE
"2247","0833_010606.wav",17631.47,17632.12,2,2,2,2,2,3,2,2,1,2,2,2,1,3,1,1,2,FALSE
"2248","0833_010606.wav",17636.71,17637.33,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,FALSE
"2249","0833_010606.wav",17664.26,17665.04,2,2,2,3,2,3,3,2,1,2,2,2,1,2,1,1,2,FALSE
"2250","0833_010606.wav",17667.64,17668.6,2,2,2,4,2,3,3,2,2,2,2,2,2,3,1,2,2,FALSE
"2251","0833_010606.wav",17671.26,17672.06,1,2,1,3,1,2,2,2,1,3,2,2,1,1,1,1,1,TRUE
"2252","0833_010606.wav",17672.06,17675.14,4,2,2,5,2,3,3,2,5,3,2,2,1,3,1,2,2,FALSE
"2253","0833_010606.wav",17675.95,17677.85,1,2,1,3,2,3,2,2,1,3,2,2,1,2,1,1,1,TRUE
"2254","0833_010606.wav",17701.52,17702.48,1,2,2,4,1,2,2,2,1,3,2,2,1,2,1,1,1,TRUE
"2255","0833_010606.wav",17710.76,17711.36,1,2,2,1,1,1,2,2,1,3,2,2,1,1,1,1,1,TRUE
"2256","0833_010606.wav",17715.38,17716,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,FALSE
"2257","0833_010606.wav",17728.6,17729.38,1,2,2,2,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2258","0833_010606.wav",17730.36,17730.96,1,2,2,1,1,1,2,2,1,3,2,2,1,1,1,1,1,TRUE
"2259","0833_010606.wav",17732.63,17733.5,1,2,2,3,2,2,2,2,1,3,2,2,2,2,1,1,2,FALSE
"2260","0833_010606.wav",17748.84,17749.6,2,2,2,3,2,2,2,2,1,3,2,2,2,2,1,1,2,FALSE
"2261","0833_010606.wav",17752.25,17752.85,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,FALSE
"2262","0833_010606.wav",17758.43,17759.03,2,2,2,3,3,3,3,2,2,3,2,2,2,2,1,3,2,FALSE
"2263","0833_010606.wav",17776.39,17776.99,2,2,2,3,2,2,3,2,1,3,2,2,2,2,1,1,2,FALSE
"2264","0833_010606.wav",17783.7,17784.3,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,FALSE
"2265","0833_010606.wav",17794.89,17795.6,1,2,2,2,2,2,2,2,1,3,2,2,1,2,1,1,2,FALSE
"2266","0833_010606.wav",17796.41,17797.67,1,2,2,2,2,3,3,2,1,2,2,2,2,2,1,2,2,FALSE
"2267","0833_010606.wav",17801.08,17802.08,4,2,1,4,2,3,3,2,1,2,3,2,2,3,1,2,2,FALSE
"2268","0833_010606.wav",17826.51,17827.79,2,2,2,2,1,2,2,2,3,2,2,2,2,2,1,2,2,FALSE
"2269","0833_010606.wav",17829.09,17830.78,3,2,2,3,2,2,2,2,1,2,2,2,2,2,1,2,2,FALSE
"2270","0833_010606.wav",17833.76,17835.24,2,2,1,2,2,1,2,2,2,3,2,2,1,2,1,1,2,FALSE
"2271","0833_010606.wav",17838.18,17838.84,1,2,1,1,1,1,1,2,1,3,2,1,1,1,1,1,1,TRUE
"2272","0833_010606.wav",17862.45,17863.33,2,2,2,3,1,2,2,2,1,4,2,2,1,2,1,1,2,FALSE
"2273","0833_010606.wav",17865.32,17866.8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,FALSE
"2274","0833_010606.wav",17897.97,17898.61,2,2,1,5,1,1,2,2,1,1,3,2,1,1,1,1,1,TRUE
"2275","0833_010606.wav",17904.64,17905.24,2,2,2,2,2,3,2,2,1,1,2,2,2,2,1,1,2,FALSE
"2276","0833_010606.wav",17944.03,17944.87,2,2,3,5,5,5,5,5,2,3,5,2,5,2,1,5,4,FALSE
"2277","0833_010606.wav",17951.13,17951.76,2,3,2,5,1,2,2,2,1,2,4,2,1,1,1,1,1,TRUE
"2278","0833_010606.wav",17954.44,17955.09,2,3,2,5,2,3,2,2,1,3,4,2,1,1,1,1,1,TRUE
"2279","0833_010606.wav",17964.73,17965.33,1,2,2,4,2,3,2,2,1,2,2,2,2,2,1,1,2,FALSE
"2280","0833_010606.wav",17966.13,17967.05,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,FALSE
"2281","0833_010606.wav",17970.24,17971.03,2,2,3,3,3,3,2,2,2,3,2,2,2,2,1,2,2,FALSE
"2282","0833_010606.wav",17974.36,17974.96,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,FALSE
"2283","0833_010606.wav",17985.58,17986.18,2,1,2,2,2,2,2,2,2,3,2,2,1,1,1,1,2,FALSE
"2284","0833_010606.wav",17988.85,17989.6,2,2,2,3,2,3,2,2,2,3,2,2,2,1,1,3,2,FALSE
"2285","0833_010606.wav",17991.23,17992.38,2,2,2,3,1,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"2286","0833_010606.wav",17993.42,17994.3,2,2,2,3,2,2,2,2,2,3,2,2,2,2,1,1,2,FALSE
"2287","0833_010606.wav",17996.18,17997.3,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,FALSE
"2288","0833_010606.wav",18000.43,18001.03,2,2,2,3,2,3,2,2,2,3,2,2,1,1,1,1,2,FALSE
"2289","0833_010606.wav",18003.68,18006.32,1,2,2,3,1,2,2,2,2,2,2,2,2,2,1,1,2,FALSE
"2290","0833_010606.wav",18007.12,18010.78,2,2,2,3,2,2,2,2,2,3,2,2,1,1,1,1,2,FALSE
"2291","0833_010606.wav",18027.19,18027.79,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,FALSE
"2292","0833_010606.wav",18031.27,18031.87,2,2,1,2,1,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"2293","0833_010606.wav",18068.95,18069.55,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,FALSE
"2294","0833_010606.wav",18070.82,18072.69,1,4,4,4,4,4,3,2,5,2,4,2,3,4,1,4,4,FALSE
"2295","0833_010606.wav",18073.6,18074.33,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2296","0833_010606.wav",18075.13,18075.73,4,3,3,3,3,2,2,2,4,2,2,2,2,3,2,2,2,FALSE
"2297","0833_010606.wav",18076.74,18077.56,5,5,5,5,5,5,4,5,5,2,5,2,5,5,5,5,4,FALSE
"2298","0833_010606.wav",18078.59,18079.89,3,2,3,3,2,2,2,2,1,3,2,2,2,2,3,2,2,FALSE
"2299","0833_010606.wav",18080.79,18081.39,3,2,2,2,3,1,2,2,2,2,2,2,2,1,3,1,2,FALSE
"2300","0833_010606.wav",18085.03,18085.67,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,3,FALSE
"2301","0833_010606.wav",18115.98,18116.6,2,2,2,1,2,2,2,2,1,3,2,2,1,2,1,1,2,FALSE
"2302","0833_010606.wav",18123.14,18124.14,4,2,2,4,4,3,4,2,2,2,2,2,4,5,1,3,2,FALSE
"2303","0833_010606.wav",18127.57,18128.57,2,2,2,3,2,3,3,2,2,2,2,2,2,2,1,2,2,FALSE
"2304","0833_010606.wav",18156.19,18156.8,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,FALSE
"2305","0833_010606.wav",18159.6,18160.23,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,FALSE
"2306","0833_010606.wav",18163.82,18164.42,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,FALSE
"2307","0833_010606.wav",18167.45,18168.06,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,TRUE
"2308","0833_010606.wav",18171.95,18172.57,1,2,2,3,2,2,2,2,2,2,2,2,1,2,1,1,2,FALSE
"2309","0833_010606.wav",18177.64,18178.24,1,2,2,2,3,2,2,2,2,2,3,2,2,2,1,2,2,FALSE
"2310","0833_010606.wav",18179.99,18180.59,1,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,TRUE
"2311","0833_010606.wav",18182.55,18183.17,1,2,2,3,1,3,2,2,1,2,3,2,1,2,1,2,2,FALSE
"2312","0833_010606.wav",18192.35,18193.1,4,2,2,5,5,3,3,2,2,2,2,2,2,3,1,1,2,FALSE
"2313","0833_010606.wav",18196.89,18197.98,5,2,3,5,5,4,4,2,5,2,2,2,2,5,1,4,2,FALSE
"2314","0833_010606.wav",18209.67,18210.35,3,2,3,3,2,3,2,2,3,2,2,2,1,1,1,1,2,FALSE
"2315","0833_010606.wav",18264.25,18265.33,5,5,5,5,5,5,5,2,5,2,5,5,5,5,1,5,3,FALSE
"2316","0833_010606.wav",18266.71,18267.72,5,5,5,5,5,5,5,5,5,2,5,5,5,5,1,5,3,FALSE
"2317","0833_010606.wav",18275.74,18276.34,5,4,4,5,5,4,5,5,5,2,5,5,5,5,1,5,4,FALSE
"2318","0833_010606.wav",18283.08,18284.1,2,3,2,4,2,2,2,2,1,2,2,2,2,2,3,1,2,FALSE
"2319","0833_010606.wav",18295.29,18295.9,2,2,2,2,3,4,2,2,1,3,2,2,1,2,1,2,2,FALSE
"2320","0833_010606.wav",18298.72,18303.85,1,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,TRUE
"2321","0833_010606.wav",18303.85,18304.86,2,2,1,2,2,2,2,2,1,3,2,2,2,2,1,2,2,FALSE
"2322","0833_010606.wav",18304.86,18305.46,2,2,2,1,2,2,3,2,2,3,2,2,2,2,1,2,2,FALSE
"2323","0833_010606.wav",18306.87,18308.75,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2324","0833_010606.wav",18309.89,18311.78,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,FALSE
"2325","0833_010606.wav",18311.78,18312.86,2,2,2,1,2,1,3,2,2,2,2,2,2,2,1,1,2,FALSE
"2326","0833_010606.wav",18312.86,18324.76,2,3,2,2,2,2,3,2,3,2,2,2,2,2,1,3,2,FALSE
"2327","0833_010606.wav",18325.94,18326.74,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2328","0833_010606.wav",18327.54,18328.14,1,2,1,2,2,3,2,2,2,2,2,2,1,1,1,2,2,FALSE
"2329","0833_010606.wav",18328.96,18333.7,1,2,1,3,2,2,2,2,2,2,3,2,1,2,1,1,2,FALSE
"2330","0833_010606.wav",18336.06,18336.94,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,TRUE
"2331","0833_010606.wav",18339.74,18340.35,1,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,TRUE
"2332","0833_010606.wav",18342.56,18343.56,5,2,5,5,5,5,5,5,5,2,5,5,5,2,1,5,3,FALSE
"2333","0833_010606.wav",18344.85,18346.29,1,2,2,2,1,1,2,2,1,2,2,2,1,2,1,1,1,TRUE
"2334","0833_010606.wav",18346.29,18347.3,1,2,1,2,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2335","0833_010606.wav",18347.3,18348.25,1,2,1,2,1,1,2,2,1,2,3,2,1,2,1,1,1,TRUE
"2336","0833_010606.wav",18352.16,18352.78,4,2,2,5,1,2,3,2,1,2,2,2,1,1,1,1,1,TRUE
"2337","0833_010606.wav",18354.85,18356,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2338","0833_010606.wav",18357.61,18358.48,3,2,1,5,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2339","0833_010606.wav",18379.8,18380.41,2,2,2,3,2,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"2340","0833_010606.wav",18387.97,18388.74,2,2,1,5,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2341","0833_010606.wav",18394.52,18395.12,1,2,1,4,3,4,2,2,1,2,2,2,1,2,1,2,2,FALSE
"2342","0833_010606.wav",18395.93,18396.53,2,2,2,3,2,2,2,2,2,2,3,2,1,2,1,1,2,FALSE
"2343","0833_010606.wav",18403.15,18403.88,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,FALSE
"2344","0833_010606.wav",18404.75,18405.48,2,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2345","0833_010606.wav",18406.28,18406.88,2,2,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,TRUE
"2346","0833_010606.wav",18410.09,18411.01,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,FALSE
"2347","0833_010606.wav",18412.5,18413.78,2,2,2,1,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2348","0833_010606.wav",18421.68,18422.63,2,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,TRUE
"2349","0833_010606.wav",18422.63,18423.49,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,TRUE
"2350","0833_010606.wav",18423.49,18426.49,1,2,1,1,1,2,2,2,1,2,2,2,1,2,1,1,1,TRUE
"2351","0833_010606.wav",18427.86,18428.46,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,TRUE
"2352","0833_010606.wav",18433.94,18434.54,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"2353","0833_010606.wav",18436.21,18436.82,1,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2354","0833_010606.wav",18437.65,18438.25,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2355","0833_010606.wav",18449.82,18451.77,2,2,2,3,2,2,2,2,1,2,3,2,1,2,1,2,2,FALSE
"2356","0833_010606.wav",18454.59,18455.26,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,FALSE
"2357","0833_010606.wav",18467.81,18468.41,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"2358","0833_010606.wav",18481.73,18482.36,1,1,1,1,1,1,2,2,1,3,2,1,1,1,1,1,1,TRUE
"2359","0833_010606.wav",18483.46,18484.98,1,2,2,3,2,2,2,2,1,2,3,2,2,2,1,2,2,FALSE
"2360","0833_010606.wav",18498.75,18500.52,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"2361","0833_010606.wav",18502.98,18503.63,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2362","0833_010606.wav",18504.43,18505.03,1,2,1,1,1,2,2,2,2,3,2,1,1,1,1,1,1,TRUE
"2363","0833_010606.wav",18508.52,18510.33,5,5,5,5,5,5,5,5,5,2,5,5,5,2,1,5,3,FALSE
"2364","0833_010606.wav",18513.57,18514.17,2,1,2,3,2,2,2,2,1,2,3,2,2,2,1,1,2,FALSE
"2365","0833_010606.wav",18515.54,18516.17,2,2,2,2,2,3,2,2,1,2,3,2,1,2,1,1,2,FALSE
"2366","0833_010606.wav",18521.64,18522.24,1,2,2,1,1,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2367","0833_010606.wav",18523.83,18524.61,1,2,2,3,2,2,2,2,1,2,2,2,1,1,1,1,2,FALSE
"2368","0833_010606.wav",18529.48,18530.78,1,2,2,3,2,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"2369","0833_010606.wav",18532.52,18533.14,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"2370","0833_010606.wav",18538.41,18539.09,1,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,TRUE
"2371","0833_010606.wav",18540.89,18541.49,1,2,2,3,2,2,2,2,1,2,2,2,1,2,1,1,2,FALSE
"2372","0833_010606.wav",18542.29,18544.57,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,FALSE
"2373","0833_010606.wav",18547.71,18548.31,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,TRUE
